Metadata_JCP2022,mean,std,count
JCP2022_807425,6.120079,1.3136533,5
JCP2022_803718,6.120044,1.2183884,7
JCP2022_803980,6.119767,0.42541295,5
JCP2022_806022,6.11905,0.25431865,5
JCP2022_800402,6.1190305,0.4215817,5
JCP2022_803966,6.1190243,0.9281833,5
JCP2022_803541,6.1178823,1.6914482,5
JCP2022_804714,6.116571,1.3520851,5
JCP2022_806965,6.1164527,1.956963,5
JCP2022_803743,6.116088,1.9877951,5
JCP2022_800921,6.115788,1.8749957,5
JCP2022_803722,6.1151986,1.0219243,7
JCP2022_804920,6.1150584,2.4143605,10
JCP2022_802930,6.1133585,0.9897397,5
JCP2022_806012,6.111795,1.353957,5
JCP2022_806773,6.1116962,1.1848173,5
JCP2022_804426,6.1094284,2.1418042,5
JCP2022_802272,6.109268,0.77700996,5
JCP2022_804267,6.1092677,0.5084656,5
JCP2022_800855,6.1081667,0.65543914,5
JCP2022_806328,6.107965,1.8581426,10
JCP2022_806071,6.106643,1.6472776,5
JCP2022_805256,6.1058626,2.523573,5
JCP2022_801845,6.105587,1.4453453,5
JCP2022_804249,6.104068,1.3538363,5
JCP2022_800775,6.103416,1.1010278,6
JCP2022_803843,6.1029196,0.3891682,5
JCP2022_800080,6.102723,3.0795677,10
JCP2022_804038,6.102575,0.956027,6
JCP2022_807663,6.1024504,0.7061104,5
JCP2022_801695,6.101129,0.65273243,5
JCP2022_806243,6.100503,1.7332361,7
JCP2022_805733,6.1001253,0.74214727,5
JCP2022_805492,6.0988226,0.93883187,5
JCP2022_802600,6.0987244,2.681898,5
JCP2022_802975,6.09768,1.815551,5
JCP2022_806376,6.0969534,1.5811311,5
JCP2022_801521,6.0960393,1.3601887,7
JCP2022_800834,6.095075,0.45333862,5
JCP2022_807964,6.0944815,0.8169411,5
JCP2022_806596,6.09421,3.2141285,5
JCP2022_804422,6.093695,1.331783,11
JCP2022_800684,6.093541,0.73811996,10
JCP2022_802445,6.093262,0.70967084,5
JCP2022_803914,6.09291,2.1113002,5
JCP2022_801894,6.0915956,0.90369046,5
JCP2022_805166,6.0897765,0.2857265,4
JCP2022_805416,6.0893908,2.151782,5
JCP2022_806205,6.089337,1.7397479,5
JCP2022_806563,6.0887194,1.1921973,5
JCP2022_801558,6.088641,2.54428,5
JCP2022_803707,6.0878673,0.722904,5
JCP2022_803040,6.085967,1.5425094,5
JCP2022_807974,6.085711,0.89623857,3
JCP2022_803694,6.0855103,1.0043707,5
JCP2022_806432,6.0853324,1.3735225,5
JCP2022_807594,6.084649,1.4625734,5
JCP2022_800232,6.084647,3.9460688,5
JCP2022_803060,6.0841928,1.2879623,5
JCP2022_804413,6.083417,0.7667849,7
JCP2022_804473,6.083364,2.0178645,5
JCP2022_801191,6.082483,3.5785565,5
JCP2022_800562,6.0817456,1.0586352,5
JCP2022_805418,6.0810213,0.5249341,5
JCP2022_803376,6.080474,0.81939816,5
JCP2022_806763,6.07943,1.3607622,5
JCP2022_803999,6.078309,0.87626714,5
JCP2022_800374,6.0776963,1.6120528,5
JCP2022_800187,6.076445,1.1069962,7
JCP2022_806881,6.0759606,0.77150506,5
JCP2022_801724,6.075526,2.851287,5
JCP2022_807211,6.074599,1.0091044,5
JCP2022_804476,6.073888,1.290393,5
JCP2022_801058,6.073629,0.9913222,5
JCP2022_800937,6.07285,2.089058,5
JCP2022_805532,6.0724955,1.3836108,5
JCP2022_802552,6.072446,2.6379037,5
JCP2022_804383,6.0712223,1.1261387,5
JCP2022_800495,6.070997,2.2230778,5
JCP2022_802039,6.069977,0.7464499,5
JCP2022_805687,6.0687113,0.93717206,5
JCP2022_802085,6.068531,1.3247639,6
JCP2022_805432,6.0678434,0.5960123,5
JCP2022_800100,6.0673914,1.8502293,5
JCP2022_802519,6.067041,1.3948808,5
JCP2022_803217,6.0669346,1.5335495,10
JCP2022_801533,6.0667353,0.439183,5
JCP2022_803479,6.0649905,3.0020235,10
JCP2022_802692,6.0633297,1.615164,10
JCP2022_800481,6.062925,1.2047734,5
JCP2022_802674,6.0627675,1.4971069,5
JCP2022_803080,6.06236,1.0116252,5
JCP2022_804518,6.062079,1.2909724,5
JCP2022_800024,6.061685,1.4486487,5
JCP2022_804299,6.0610857,0.70149636,5
JCP2022_802968,6.0610743,3.6612265,7
JCP2022_807908,6.0597887,1.5289259,5
JCP2022_803180,6.059771,1.8704631,5
JCP2022_801597,6.0578656,1.0976772,5
JCP2022_800808,6.0565968,1.6236436,5
JCP2022_801985,6.055696,1.7896308,6
JCP2022_804167,6.0556936,5.536276,7
JCP2022_807622,6.0556664,0.47743902,5
JCP2022_805647,6.055384,0.58808553,5
JCP2022_807728,6.0552764,0.78606915,5
JCP2022_807877,6.055253,1.9293382,5
JCP2022_800593,6.0551744,1.4062246,5
JCP2022_804305,6.0542383,1.006765,5
JCP2022_804230,6.0530844,2.5161185,5
JCP2022_802154,6.0521145,0.85518825,6
JCP2022_806934,6.0519614,1.5978957,10
JCP2022_803297,6.0507445,1.417028,5
JCP2022_804771,6.0502133,3.1958911,5
JCP2022_805924,6.049691,1.7983556,5
JCP2022_807284,6.0493307,0.8869085,5
JCP2022_802671,6.049154,0.86232185,5
JCP2022_802418,6.04826,2.1778212,5
JCP2022_801935,6.046407,1.8621818,5
JCP2022_803305,6.0463676,1.7088461,5
JCP2022_807956,6.0456295,0.62682927,5
JCP2022_807940,6.045166,1.122881,5
JCP2022_804824,6.0449514,0.83758533,5
JCP2022_804350,6.044785,1.6112117,5
JCP2022_800278,6.04387,1.4899417,5
JCP2022_804431,6.0433927,2.4652455,7
JCP2022_802958,6.0423985,1.136982,5
JCP2022_800815,6.0415545,2.07479,5
JCP2022_807515,6.041394,1.3814125,5
JCP2022_805974,6.0413637,1.2195864,5
JCP2022_802228,6.0394573,1.1904929,5
JCP2022_803713,6.038203,1.20798,5
JCP2022_804397,6.037608,0.60380065,5
JCP2022_807006,6.0362315,0.89639235,6
JCP2022_806823,6.0358157,0.84063584,5
JCP2022_803215,6.035744,0.6104506,5
JCP2022_804899,6.035138,0.41380018,7
JCP2022_806622,6.0342493,1.1802397,5
JCP2022_803564,6.0336113,1.9247601,5
JCP2022_803256,6.0330815,1.9549879,5
JCP2022_805453,6.0326715,1.6017898,5
JCP2022_806551,6.031612,0.72292715,5
JCP2022_803751,6.031584,2.5325127,5
JCP2022_801526,6.030933,0.6902506,5
JCP2022_803947,6.0308204,3.1338747,7
JCP2022_807413,6.030786,1.894074,5
JCP2022_800708,6.030248,0.85589707,12
JCP2022_800870,6.029996,2.4399137,5
JCP2022_801085,6.029784,1.5586805,5
JCP2022_807863,6.029252,0.26921827,5
JCP2022_800371,6.0283747,0.86505413,5
JCP2022_802266,6.02784,0.65911925,5
JCP2022_805174,6.027485,1.3399925,5
JCP2022_807879,6.0271845,0.39881685,5
JCP2022_806372,6.0270166,1.2914665,5
JCP2022_807373,6.0269036,0.6913898,5
JCP2022_804720,6.026763,0.63392776,5
JCP2022_800440,6.0267434,2.1950727,5
JCP2022_806653,6.026621,1.3946793,5
JCP2022_800391,6.025788,0.858569,6
JCP2022_802879,6.0247746,3.1598756,5
JCP2022_802977,6.023905,2.0503545,5
JCP2022_807615,6.022568,0.34044147,5
JCP2022_802548,6.0212197,0.9936656,5
JCP2022_804954,6.021203,0.6623115,5
JCP2022_807716,6.0200605,1.7948151,5
JCP2022_807914,6.0193086,1.4147544,5
JCP2022_804488,6.0185537,2.129914,5
JCP2022_805249,6.0181437,0.67039764,5
JCP2022_805106,6.0180125,2.1373096,5
JCP2022_803543,6.0176916,2.3365347,5
JCP2022_800992,6.0164247,2.545715,5
JCP2022_805889,6.0159893,0.49428287,5
JCP2022_800582,6.015803,0.97446805,5
JCP2022_803613,6.01482,1.1003015,5
JCP2022_804961,6.0132856,1.3028132,5
JCP2022_800505,6.01302,2.0373688,5
JCP2022_805675,6.012216,2.2073045,5
JCP2022_805217,6.01175,1.0825622,5
JCP2022_801100,6.011646,2.4980848,5
JCP2022_807531,6.0111866,1.5885049,5
JCP2022_802034,6.009295,0.91016763,5
JCP2022_801495,6.008933,0.6727801,5
JCP2022_805823,6.008299,1.300129,5
JCP2022_804087,6.0071425,2.775534,6
JCP2022_806507,6.006261,1.0452539,5
JCP2022_800464,6.005924,2.9574187,5
JCP2022_801389,6.0059114,3.0450277,5
JCP2022_805731,6.005675,1.0955454,5
JCP2022_800180,6.004854,1.3508437,5
JCP2022_801490,6.0032024,0.71700996,5
JCP2022_807708,6.002944,1.8344383,5
JCP2022_802199,6.002454,1.0419745,5
JCP2022_804914,6.0017023,2.5142336,7
JCP2022_805723,6.0003023,0.7014429,5
JCP2022_804065,5.999171,0.833723,5
JCP2022_805299,5.99869,0.5726118,7
JCP2022_804021,5.9980674,1.9124278,5
JCP2022_806937,5.997871,0.5278823,5
JCP2022_807296,5.997859,1.2026067,5
JCP2022_801133,5.9975824,2.624907,5
JCP2022_800109,5.995063,1.368671,5
JCP2022_803352,5.9936533,0.9615528,10
JCP2022_804356,5.993409,1.1082361,5
JCP2022_800235,5.9920926,1.7524709,5
JCP2022_802425,5.989989,1.4413744,5
JCP2022_805604,5.9887495,0.3940357,5
JCP2022_804480,5.988581,1.9377972,5
JCP2022_803670,5.9885125,1.5854943,5
JCP2022_802744,5.9875345,2.7936325,5
JCP2022_802936,5.987356,1.3028053,5
JCP2022_801036,5.9865317,1.3378198,12
JCP2022_807262,5.9864206,1.0082189,5
JCP2022_804061,5.985677,0.79162186,5
JCP2022_807345,5.985217,1.1687179,10
JCP2022_804382,5.9843693,0.44551587,5
JCP2022_805288,5.984308,1.2995408,5
JCP2022_804904,5.984,1.0287043,5
JCP2022_807601,5.9838285,0.66401386,5
JCP2022_803928,5.983644,2.9934077,5
JCP2022_800360,5.983557,0.88520217,5
JCP2022_806569,5.98344,2.4734123,7
JCP2022_800673,5.9832344,1.3354882,5
JCP2022_806643,5.9829283,0.3516971,5
JCP2022_804368,5.982693,0.63808876,5
JCP2022_806399,5.981865,1.0418711,10
JCP2022_804549,5.9815025,0.41558963,5
JCP2022_802913,5.9805903,0.38829532,5
JCP2022_803643,5.9803505,1.6651691,5
JCP2022_804340,5.9802995,1.1541884,5
JCP2022_805134,5.9798694,0.7604718,10
JCP2022_806208,5.977769,0.4057853,5
JCP2022_800111,5.977664,0.7504534,5
JCP2022_800457,5.976665,0.85277337,5
JCP2022_801513,5.97537,1.8339021,7
JCP2022_807650,5.975327,4.0189366,5
JCP2022_801578,5.97516,1.2574217,5
JCP2022_801827,5.9748716,1.8942773,15
JCP2022_807252,5.9743204,1.7217774,5
JCP2022_804484,5.9736185,0.6911683,5
JCP2022_804949,5.9735,0.89218915,7
JCP2022_802397,5.9732943,0.33478326,5
JCP2022_802476,5.973285,0.584471,5
JCP2022_802302,5.972846,1.0800763,5
JCP2022_807553,5.972717,2.8475282,5
JCP2022_802274,5.972508,2.6566374,7
JCP2022_805887,5.9716496,2.685735,5
JCP2022_800199,5.971374,0.874049,7
JCP2022_806458,5.9710503,1.1035264,7
JCP2022_800803,5.970844,1.2179718,7
JCP2022_801285,5.970337,0.5224308,5
JCP2022_805525,5.968955,0.9790823,5
JCP2022_802725,5.968618,1.6812432,5
JCP2022_803332,5.9674764,0.77517885,5
JCP2022_803948,5.9673386,0.1932372,5
JCP2022_807483,5.9666333,1.4985054,5
JCP2022_805018,5.9665103,4.6982226,7
JCP2022_800049,5.965682,0.45887896,5
JCP2022_801420,5.9651713,0.6138096,5
JCP2022_806352,5.9650183,1.182607,5
JCP2022_800626,5.964217,1.9807485,5
JCP2022_805535,5.963959,0.887591,5
JCP2022_800042,5.9620543,1.46015,5
JCP2022_803369,5.962,1.5529563,5
JCP2022_801968,5.9619884,0.889933,5
JCP2022_801580,5.961597,0.52177954,5
JCP2022_803002,5.961538,1.9133345,5
JCP2022_803378,5.960885,0.62754625,5
JCP2022_805775,5.960814,1.2480965,5
JCP2022_804490,5.9594197,1.2409408,5
JCP2022_803927,5.958969,1.0296601,5
JCP2022_807216,5.9587893,0.40971637,5
JCP2022_800891,5.9587274,1.7175213,5
JCP2022_801925,5.957901,2.5567353,5
JCP2022_805263,5.9575205,0.58079726,7
JCP2022_801392,5.9570684,0.53833646,5
JCP2022_803868,5.9567137,0.9939588,5
JCP2022_805135,5.9566393,3.1325622,5
JCP2022_807670,5.956334,1.2722489,5
JCP2022_803662,5.9559507,0.91983676,5
JCP2022_800744,5.955929,0.72245824,5
JCP2022_801086,5.955166,0.25409412,5
JCP2022_807891,5.954713,1.2863549,5
JCP2022_802565,5.9546824,2.878985,5
JCP2022_801181,5.954362,0.78554475,5
JCP2022_805988,5.9543123,1.9317602,5
JCP2022_803468,5.953248,0.8911509,5
JCP2022_800373,5.952879,0.98152333,5
JCP2022_801773,5.952567,0.96505725,10
JCP2022_807389,5.9515905,1.0646427,5
JCP2022_806231,5.9515867,1.0537965,5
JCP2022_803481,5.9506044,1.383698,5
JCP2022_805763,5.9503407,1.4491539,5
JCP2022_802607,5.9503098,2.1142757,5
JCP2022_800551,5.94978,2.2215257,5
JCP2022_805002,5.94945,0.60139924,5
JCP2022_807161,5.947461,1.0485504,5
JCP2022_805055,5.9472203,0.8320456,10
JCP2022_800917,5.9469833,0.84369934,10
JCP2022_801543,5.946112,0.822862,5
JCP2022_801789,5.9459796,1.2951574,6
JCP2022_805386,5.945666,3.7328284,5
JCP2022_807383,5.945246,0.56956667,5
JCP2022_805464,5.9446087,0.8066654,5
JCP2022_804843,5.9434342,0.44284567,5
JCP2022_807367,5.943309,0.9172122,5
JCP2022_802991,5.9430385,2.0515244,5
JCP2022_802909,5.9423437,0.55110145,5
JCP2022_804211,5.942314,1.7895931,7
JCP2022_803979,5.941334,0.7132273,4
JCP2022_802642,5.939873,1.7862326,7
JCP2022_803205,5.93966,0.905469,5
JCP2022_800438,5.9394107,1.787504,12
JCP2022_807033,5.937838,0.28869224,5
JCP2022_806340,5.9374332,1.2612895,5
JCP2022_806896,5.936834,1.3360422,5
JCP2022_804728,5.9366493,0.560245,5
JCP2022_807672,5.936554,0.49997663,5
JCP2022_803494,5.9356327,2.193218,5
JCP2022_805783,5.9347353,1.8397013,7
JCP2022_807019,5.9333434,0.67095566,5
JCP2022_804627,5.933234,2.0504432,7
JCP2022_807809,5.9325495,1.0107911,5
JCP2022_804526,5.9322033,0.58395946,5
JCP2022_801310,5.931436,0.79763716,5
JCP2022_806181,5.931018,0.3849359,5
JCP2022_803237,5.9304957,1.6257819,5
JCP2022_801998,5.9302535,1.0096589,5
JCP2022_800287,5.930232,0.3790089,5
JCP2022_807689,5.9301825,1.0529232,5
JCP2022_805133,5.9283614,1.0759693,10
JCP2022_803001,5.92797,3.4684746,5
JCP2022_807718,5.9279466,0.9449105,5
JCP2022_805305,5.9273233,1.1069788,5
JCP2022_806897,5.9271736,1.0704647,5
JCP2022_805325,5.9264493,1.1821616,5
JCP2022_805759,5.9258485,0.42891836,5
JCP2022_801790,5.925591,0.8386433,5
JCP2022_806509,5.9254327,2.8025727,5
JCP2022_803785,5.9249353,1.9446504,10
JCP2022_805942,5.9247537,1.1752836,7
JCP2022_806135,5.92474,1.8767114,10
JCP2022_807627,5.9244013,2.2012575,5
JCP2022_807864,5.9239197,1.1445876,5
JCP2022_804108,5.9238563,0.88251185,5
JCP2022_802770,5.9236083,2.4624846,5
JCP2022_804008,5.9233217,1.3819536,5
JCP2022_801626,5.922712,0.95104915,5
JCP2022_800883,5.9222784,0.5277887,5
JCP2022_807390,5.921272,0.33807275,5
JCP2022_801934,5.921221,1.3633728,5
JCP2022_801864,5.9202127,1.5661101,5
JCP2022_807690,5.9194374,0.79790497,5
JCP2022_804375,5.9191456,2.762066,5
JCP2022_805948,5.91873,2.6509655,5
JCP2022_801631,5.9180956,2.5677762,5
JCP2022_804901,5.917541,0.65503925,5
JCP2022_803679,5.9174376,2.0558834,5
JCP2022_806836,5.91695,0.52328014,10
JCP2022_805235,5.9144707,1.2238296,5
JCP2022_805089,5.914339,0.8425874,5
JCP2022_806126,5.9136786,0.51233053,5
JCP2022_804321,5.912966,0.80942285,5
JCP2022_802807,5.9122515,1.0578651,5
JCP2022_807237,5.9120703,1.3735937,5
JCP2022_806500,5.911982,1.0594207,5
JCP2022_801239,5.911602,2.8485727,12
JCP2022_803016,5.9114575,2.6109784,5
JCP2022_807646,5.91102,0.98753005,5
JCP2022_803772,5.910537,1.4694796,5
JCP2022_805524,5.9095163,1.2924563,5
JCP2022_800084,5.9092007,0.45820537,5
JCP2022_806854,5.908956,1.8141835,5
JCP2022_804713,5.9083166,0.89371794,10
JCP2022_805200,5.9075003,0.6640542,5
JCP2022_800851,5.9071994,2.5464792,5
JCP2022_803359,5.906808,2.1963804,5
JCP2022_803457,5.9067316,1.251726,5
JCP2022_807682,5.9067316,1.1502565,5
JCP2022_802331,5.906356,0.5895874,5
JCP2022_805880,5.9059954,1.6488171,5
JCP2022_805096,5.9057317,1.7254279,10
JCP2022_800266,5.905122,0.672595,5
JCP2022_806151,5.9050083,0.65201014,5
JCP2022_806985,5.9039946,1.4709809,5
JCP2022_804216,5.902795,0.84835863,7
JCP2022_800712,5.902665,1.0555881,5
JCP2022_800760,5.902289,0.7757173,5
JCP2022_803807,5.9017377,1.7258444,5
JCP2022_802403,5.90158,1.4294978,5
JCP2022_805008,5.901473,2.237493,7
JCP2022_807822,5.901169,2.0759768,5
JCP2022_807750,5.898894,1.1388512,5
JCP2022_802853,5.898523,0.5542866,5
JCP2022_801211,5.897923,0.30558285,5
JCP2022_800206,5.897105,3.224162,5
JCP2022_804199,5.8969755,1.7422438,5
JCP2022_802235,5.896848,1.3986918,5
JCP2022_806540,5.896806,2.1603072,7
JCP2022_805084,5.895768,0.5272114,5
JCP2022_807021,5.8948536,1.7964833,5
JCP2022_804241,5.894708,0.7241993,7
JCP2022_802300,5.8942375,2.058003,5
JCP2022_802816,5.894106,0.8551107,5
JCP2022_803189,5.8934517,1.5149294,5
JCP2022_807229,5.8932276,2.7847443,5
JCP2022_805412,5.893218,0.9069177,5
JCP2022_804026,5.892902,0.6495973,5
JCP2022_804460,5.8919616,2.3207085,5
JCP2022_802046,5.8903513,0.6973617,5
JCP2022_800358,5.889493,2.2063816,5
JCP2022_803026,5.888431,2.797866,5
JCP2022_802156,5.8884177,1.2044226,5
JCP2022_806156,5.888361,1.1636037,5
JCP2022_805298,5.888337,1.1387684,10
JCP2022_807218,5.88827,2.7586257,5
JCP2022_806486,5.887203,1.8071306,5
JCP2022_807191,5.885863,2.8917136,7
JCP2022_805965,5.8855495,0.8268284,5
JCP2022_807475,5.885142,1.4222178,5
JCP2022_801788,5.884253,1.1499829,5
JCP2022_801750,5.8832283,0.6187055,5
JCP2022_801964,5.882354,0.9065909,5
JCP2022_800010,5.882329,0.86616844,5
JCP2022_804524,5.8813367,2.1278126,5
JCP2022_803940,5.8812704,2.8858645,5
JCP2022_801005,5.881051,1.4592307,5
JCP2022_807528,5.8799186,2.382667,6
JCP2022_807839,5.8795695,0.4333134,5
JCP2022_806052,5.879513,1.2718812,5
JCP2022_800045,5.879106,0.7771089,5
JCP2022_803420,5.878661,1.2946066,10
JCP2022_805187,5.8786497,1.4083307,5
JCP2022_803250,5.878639,1.3485616,6
JCP2022_807819,5.8776464,1.0381138,5
JCP2022_802735,5.8773465,1.6080899,5
JCP2022_803780,5.8769135,1.5095025,5
JCP2022_804475,5.876839,1.0160525,5
JCP2022_807404,5.875243,0.9096173,10
JCP2022_805651,5.8749237,1.3108714,7
JCP2022_801368,5.8745537,2.3232362,5
JCP2022_800903,5.8742127,1.411593,10
JCP2022_802270,5.8737473,0.4763302,5
JCP2022_801809,5.8731093,0.9202429,5
JCP2022_807929,5.8730407,1.2881118,5
JCP2022_800926,5.8728147,1.0876694,5
JCP2022_800651,5.871736,1.6328167,7
JCP2022_802836,5.871518,2.0359197,5
JCP2022_804052,5.870641,0.6223536,5
JCP2022_802978,5.8701572,0.97646517,5
JCP2022_801520,5.8695955,1.6691262,5
JCP2022_805666,5.8694143,0.558789,5
JCP2022_801870,5.8693957,1.7302936,5
JCP2022_805326,5.8673024,1.5803362,6
JCP2022_803853,5.8671875,1.0587957,6
JCP2022_802152,5.8667974,2.0266166,5
JCP2022_804519,5.864123,2.01288,5
JCP2022_803869,5.862232,1.8720174,5
JCP2022_805009,5.862031,1.5228168,5
JCP2022_803842,5.8613806,0.94945854,5
JCP2022_801575,5.8611517,0.8663057,7
JCP2022_807438,5.860732,1.9159819,5
JCP2022_806630,5.8588037,1.5405817,5
JCP2022_803160,5.858541,1.0622175,5
JCP2022_800961,5.857682,1.2117534,5
JCP2022_802416,5.8576584,2.1400855,5
JCP2022_801588,5.856146,0.4121401,10
JCP2022_805808,5.8553214,0.8664193,5
JCP2022_807868,5.8544264,0.9419829,5
JCP2022_803022,5.85346,0.9337031,5
JCP2022_800097,5.8533707,2.665976,7
JCP2022_802990,5.853057,1.3903683,7
JCP2022_802265,5.8519063,0.96856815,5
JCP2022_804030,5.8509693,0.26296914,5
JCP2022_804173,5.8505063,0.92780834,5
JCP2022_803981,5.850332,0.991457,5
JCP2022_800281,5.8500557,1.5857563,5
JCP2022_804257,5.849163,2.7875707,12
JCP2022_803527,5.8491063,1.5621185,5
JCP2022_806935,5.848935,0.7695578,10
JCP2022_803309,5.848795,0.3844268,5
JCP2022_804066,5.847241,1.6350605,5
JCP2022_804020,5.8461905,1.2859751,5
JCP2022_804750,5.844407,2.0449162,5
JCP2022_802036,5.8442183,2.8429081,5
JCP2022_807880,5.843998,1.8100197,5
JCP2022_802459,5.8432407,1.9863248,5
JCP2022_800197,5.842834,0.8563771,7
JCP2022_806747,5.842284,1.3946598,5
JCP2022_802851,5.842263,0.6151952,5
JCP2022_807338,5.8417053,1.3284597,5
JCP2022_802771,5.841452,0.87387764,5
JCP2022_800333,5.841381,2.312558,5
JCP2022_802694,5.8409743,1.0181231,12
JCP2022_801572,5.8397713,0.63435495,5
JCP2022_806882,5.8396363,2.6550615,7
JCP2022_801388,5.8395767,0.41222847,5
JCP2022_804987,5.8392715,1.6690648,10
JCP2022_806069,5.839175,0.64067525,5
JCP2022_802004,5.8384037,0.8303742,5
JCP2022_801690,5.837307,0.9651625,5
JCP2022_805845,5.8369226,2.5516753,5
JCP2022_804649,5.836875,0.6894291,5
JCP2022_804067,5.83613,1.830344,5
JCP2022_800707,5.8358397,4.4641185,7
JCP2022_807408,5.8357162,1.6500567,5
JCP2022_804261,5.835662,2.727323,5
JCP2022_800751,5.8355026,2.8607366,5
JCP2022_802661,5.835103,1.2745304,5
JCP2022_803158,5.834967,1.4347411,5
JCP2022_806390,5.834052,2.1509423,5
JCP2022_802773,5.833953,1.1546762,5
JCP2022_805792,5.8339505,1.2045987,6
JCP2022_807316,5.833393,1.1640397,5
JCP2022_802096,5.832721,0.6491647,7
JCP2022_803565,5.83229,1.134258,5
JCP2022_803719,5.8321567,0.9480153,7
JCP2022_800215,5.831729,0.72581947,5
JCP2022_806476,5.831357,0.94830143,5
JCP2022_805173,5.8311834,1.2085351,5
JCP2022_806938,5.8301916,0.46883747,5
JCP2022_806264,5.8301787,2.6091926,5
JCP2022_807781,5.828673,0.72664243,5
JCP2022_801011,5.8282485,0.8335618,5
JCP2022_807906,5.8280745,0.7778338,5
JCP2022_806235,5.8272743,0.5065375,5
JCP2022_800209,5.8268423,0.34523514,5
JCP2022_804302,5.826077,0.7066051,5
JCP2022_806530,5.8249087,2.5541434,5
JCP2022_805356,5.8243165,0.6999838,5
JCP2022_807567,5.823722,1.0540463,5
JCP2022_800259,5.8233786,0.96593,5
JCP2022_802933,5.823226,1.7540244,5
JCP2022_802684,5.82272,0.6494722,7
JCP2022_803145,5.822644,0.6924855,5
JCP2022_806716,5.822487,0.8374734,7
JCP2022_804966,5.821608,1.7903917,7
JCP2022_803278,5.820748,0.8627422,5
JCP2022_806977,5.819785,0.95142347,5
JCP2022_800536,5.819747,0.43714255,10
JCP2022_803127,5.8196588,0.5999183,5
JCP2022_802941,5.819587,2.0377042,5
JCP2022_800324,5.8188148,1.2808502,5
JCP2022_803908,5.818743,0.9321997,5
JCP2022_806598,5.818608,1.2035893,7
JCP2022_801102,5.818565,2.2312496,7
JCP2022_803375,5.8185525,1.3443798,5
JCP2022_802731,5.8182173,0.6840765,5
JCP2022_802005,5.8179827,1.4611405,5
JCP2022_806259,5.8173437,1.0191059,5
JCP2022_802304,5.817163,1.1541494,5
JCP2022_801506,5.816836,1.1810381,5
JCP2022_804310,5.816146,1.5250028,5
JCP2022_800525,5.815669,0.7045163,5
JCP2022_800774,5.8155975,1.3869045,5
JCP2022_806884,5.8155017,1.3360428,5
JCP2022_804148,5.8153677,1.7865373,5
JCP2022_804192,5.8153033,1.4017682,5
JCP2022_803680,5.815197,0.89301115,5
JCP2022_800239,5.814924,0.54672533,5
JCP2022_800880,5.8146954,0.6832977,5
JCP2022_800506,5.814597,2.213417,5
JCP2022_805279,5.8145776,3.564318,6
JCP2022_803334,5.814391,1.2747517,5
JCP2022_804573,5.814368,2.0187392,5
JCP2022_802680,5.8139896,0.93566215,6
JCP2022_806367,5.813548,1.5069956,5
JCP2022_803391,5.8134794,3.0241458,5
JCP2022_801456,5.8126516,0.9651629,5
JCP2022_806996,5.8125405,2.156782,5
JCP2022_800446,5.8124194,2.4888823,7
JCP2022_805879,5.8117723,1.0273789,5
JCP2022_802201,5.8117104,0.8012183,5
JCP2022_806804,5.811517,1.1698446,7
JCP2022_804565,5.8114257,1.0809377,5
JCP2022_807592,5.810862,0.63654315,5
JCP2022_803915,5.81077,0.73786354,5
JCP2022_803542,5.810402,0.60945666,5
JCP2022_800083,5.809158,0.41372284,5
JCP2022_803005,5.8088884,0.38074234,5
JCP2022_803775,5.8087635,0.23955074,5
JCP2022_801843,5.8084707,1.9513687,5
JCP2022_801567,5.808029,0.90475684,5
JCP2022_804303,5.8076577,0.38816002,5
JCP2022_802009,5.807504,2.465452,7
JCP2022_805091,5.8075,0.80515146,5
JCP2022_807312,5.807297,1.1730334,5
JCP2022_804090,5.8064933,0.7631492,5
JCP2022_806546,5.806039,0.57492995,5
JCP2022_803024,5.805856,2.6950166,5
JCP2022_802102,5.8058076,0.64147824,5
JCP2022_801629,5.80529,0.80318606,5
JCP2022_807273,5.8048196,2.071517,5
JCP2022_807611,5.80475,1.4096702,5
JCP2022_806968,5.8047204,0.9478731,5
JCP2022_800093,5.804593,0.9346093,5
JCP2022_803105,5.804563,1.3806008,5
JCP2022_800714,5.804182,2.1223147,5
JCP2022_802532,5.8037887,0.7814696,5
JCP2022_804859,5.803608,1.1437349,5
JCP2022_805693,5.802957,1.2549952,5
JCP2022_802169,5.8026743,3.6582773,5
JCP2022_806645,5.802473,0.79018915,5
JCP2022_802429,5.8016768,1.3982118,5
JCP2022_806659,5.8015037,0.919031,5
JCP2022_801363,5.8004613,0.39813766,5
JCP2022_805450,5.800026,0.3197034,5
JCP2022_802781,5.799777,0.5607417,5
JCP2022_804620,5.7993174,0.80513626,7
JCP2022_801782,5.7988505,0.23648548,5
JCP2022_807313,5.7986326,2.8328226,5
JCP2022_806505,5.798389,0.9049688,5
JCP2022_805670,5.7981095,1.4764236,5
JCP2022_805712,5.796852,1.248089,5
JCP2022_807870,5.796172,0.92338103,5
JCP2022_805930,5.796136,0.7057495,5
JCP2022_804959,5.7956758,1.1615406,5
JCP2022_804162,5.795648,2.374564,5
JCP2022_804131,5.7953367,1.5521395,5
JCP2022_806594,5.794933,1.1171285,5
JCP2022_801701,5.7941527,1.7895705,5
JCP2022_804451,5.793546,2.7976346,5
JCP2022_802171,5.793428,1.8850969,7
JCP2022_807626,5.7916207,0.6823132,5
JCP2022_806255,5.791567,1.0100691,5
