Metadata_JCP2022,mean,std,count
JCP2022_805905,5.331749,0.42376596,5
JCP2022_801351,5.3315277,1.0791986,5
JCP2022_805147,5.3311625,1.2786044,5
JCP2022_800191,5.3304243,1.2518965,5
JCP2022_806112,5.3303494,1.0673707,5
JCP2022_805076,5.3301687,0.5584626,5
JCP2022_800599,5.330056,0.69369036,5
JCP2022_801405,5.3292437,0.5894622,5
JCP2022_801158,5.328921,0.6362988,7
JCP2022_802402,5.3287077,0.56619716,5
JCP2022_802903,5.328637,0.3360864,5
JCP2022_803423,5.3286276,0.9280838,5
JCP2022_804930,5.3284063,0.84576154,10
JCP2022_803461,5.328168,1.2023678,7
JCP2022_805904,5.328036,1.0941705,10
JCP2022_806238,5.3279634,0.6482095,5
JCP2022_805874,5.327752,0.8698496,5
JCP2022_804587,5.3277197,0.33034825,5
JCP2022_805129,5.3275476,0.800439,5
JCP2022_804905,5.3272395,2.1735833,10
JCP2022_802660,5.3269563,1.7442759,6
JCP2022_800155,5.3264246,1.4445945,5
JCP2022_806758,5.326252,0.9725037,5
JCP2022_800820,5.326232,0.71136886,5
JCP2022_805963,5.3261285,0.22255516,5
JCP2022_806237,5.3256645,0.6991436,6
JCP2022_804696,5.3252993,0.3248879,5
JCP2022_807387,5.3242483,1.3125386,5
JCP2022_803112,5.3241267,0.5132964,5
JCP2022_806104,5.323676,0.93254405,5
JCP2022_806541,5.323523,0.87890375,5
JCP2022_803796,5.3232956,1.384687,5
JCP2022_806682,5.3230286,0.46811995,5
JCP2022_805272,5.3230133,0.725045,5
JCP2022_802356,5.322477,0.6606098,5
JCP2022_803972,5.322427,1.5288924,5
JCP2022_803347,5.322179,1.2140245,5
JCP2022_806258,5.3219366,2.194175,5
JCP2022_807704,5.3218665,1.3542674,5
JCP2022_802766,5.321824,0.8827478,5
JCP2022_802223,5.3215966,0.52201164,5
JCP2022_805296,5.321393,0.8249038,5
JCP2022_803286,5.319723,1.2111841,5
JCP2022_800130,5.319626,0.7139568,5
JCP2022_804881,5.3194246,0.3607841,6
JCP2022_803844,5.3193703,1.7645204,5
JCP2022_801294,5.3193464,0.48416278,5
JCP2022_804996,5.3189216,0.7476552,5
JCP2022_800238,5.3187766,0.89977586,5
JCP2022_805978,5.318677,0.51152533,5
JCP2022_800696,5.318099,0.7050375,5
JCP2022_800529,5.3180976,0.64258367,5
JCP2022_803919,5.3177505,0.5587654,5
JCP2022_802948,5.3177347,1.0372944,5
JCP2022_805098,5.3173323,0.646094,5
JCP2022_803066,5.3173246,0.36600408,5
JCP2022_807230,5.3172784,0.7380412,7
JCP2022_805633,5.3167114,0.4422647,5
JCP2022_807640,5.316652,0.93720204,6
JCP2022_805849,5.31618,1.2704359,5
JCP2022_806869,5.316076,0.7201497,5
JCP2022_807593,5.3154883,0.41659036,5
JCP2022_806003,5.3150177,1.9491748,5
JCP2022_802921,5.3150015,0.82183117,5
JCP2022_801625,5.314876,0.7544905,7
JCP2022_807866,5.3147044,0.35614297,5
JCP2022_805708,5.314412,0.73161536,5
JCP2022_805454,5.3142633,0.83265096,5
JCP2022_803515,5.314096,1.1851568,5
JCP2022_800711,5.313999,1.430587,6
JCP2022_807479,5.3139133,0.2451576,5
JCP2022_801742,5.3130274,0.6653219,5
JCP2022_804075,5.3129015,0.33063444,5
JCP2022_800892,5.3124857,0.7397591,10
JCP2022_803866,5.3124056,0.473457,5
JCP2022_801119,5.3123198,1.2016156,5
JCP2022_806491,5.3121567,2.139373,7
JCP2022_806357,5.312055,0.60113055,5
JCP2022_801458,5.312012,1.5732915,5
JCP2022_800970,5.311996,0.9840386,7
JCP2022_802284,5.3119373,1.1900685,5
JCP2022_801612,5.3116965,0.8044074,5
JCP2022_805654,5.311489,1.2850443,5
JCP2022_805608,5.310876,1.5808957,5
JCP2022_802166,5.3108463,0.123975515,5
JCP2022_801391,5.310672,1.4845091,5
JCP2022_804440,5.310638,0.47580197,5
JCP2022_803279,5.3105426,1.2575418,5
JCP2022_805357,5.309814,0.42071077,5
JCP2022_802523,5.3089395,0.63283384,5
JCP2022_803978,5.3087473,0.50983244,5
JCP2022_802805,5.3083572,0.8857316,5
JCP2022_805605,5.307922,1.5049151,15
JCP2022_800309,5.307646,0.6528919,5
JCP2022_805928,5.307447,1.7216479,5
JCP2022_803921,5.307327,0.5026106,5
JCP2022_800021,5.307006,1.6680077,5
JCP2022_803963,5.306693,0.9004808,5
JCP2022_803973,5.3065834,1.2390791,5
JCP2022_801691,5.305911,0.54139894,5
JCP2022_802596,5.305269,1.0666871,5
JCP2022_803654,5.304761,1.4222736,5
JCP2022_805378,5.3041854,1.1729342,5
JCP2022_803580,5.3040566,0.43553275,5
JCP2022_806241,5.3039784,0.6071534,6
JCP2022_802135,5.3037205,1.08639,5
JCP2022_803787,5.303338,1.0722773,5
JCP2022_804575,5.302968,1.0138862,5
JCP2022_803424,5.302775,0.8472017,5
JCP2022_802667,5.302272,0.49051785,5
JCP2022_804802,5.302205,0.15797468,5
JCP2022_805518,5.302047,0.5262418,5
JCP2022_807899,5.302026,0.5653423,5
JCP2022_800070,5.301989,1.3000597,12
JCP2022_806578,5.301944,0.33763796,5
JCP2022_807118,5.3019295,1.1673052,5
JCP2022_801122,5.3014393,0.50712293,6
JCP2022_805841,5.3013697,0.61193,5
JCP2022_806724,5.3008184,0.9015615,5
JCP2022_804007,5.3007045,1.12849,5
JCP2022_806273,5.300628,0.803359,5
JCP2022_805368,5.3001666,0.78893274,5
JCP2022_800079,5.2998824,0.5944447,7
JCP2022_802884,5.2995124,1.2453924,6
JCP2022_802669,5.2993507,1.0216011,7
JCP2022_806947,5.2993417,1.1958389,5
JCP2022_806992,5.298626,1.8313963,5
JCP2022_806671,5.2979617,1.0260864,5
JCP2022_805099,5.297291,0.8651393,5
JCP2022_800089,5.2970495,0.30224377,5
JCP2022_802612,5.2968287,1.3510491,5
JCP2022_806480,5.2966166,1.4959588,5
JCP2022_804668,5.296604,1.8884711,5
JCP2022_803031,5.296599,1.2305373,5
JCP2022_800459,5.2963963,0.67948055,5
JCP2022_802246,5.2960143,0.6147362,5
JCP2022_800205,5.2959847,0.74496704,5
JCP2022_804580,5.2957196,0.27434877,5
JCP2022_803793,5.2955675,1.1771531,5
JCP2022_805400,5.2954264,0.74946755,5
JCP2022_806952,5.295414,1.3988527,5
JCP2022_803573,5.2950006,1.0807438,5
JCP2022_805640,5.294802,1.2253757,5
JCP2022_805548,5.29427,2.2201276,7
JCP2022_807010,5.2940116,1.9517015,5
JCP2022_803985,5.293933,0.5799494,5
JCP2022_802538,5.2935915,0.58669156,5
JCP2022_807037,5.293289,0.89448005,5
JCP2022_807336,5.2931595,0.6794181,10
JCP2022_803633,5.2929363,0.5490714,5
JCP2022_801355,5.2927194,1.9052444,5
JCP2022_801312,5.2921085,0.7427482,5
JCP2022_800854,5.2920856,0.9167908,5
JCP2022_800838,5.2916927,1.0563293,5
JCP2022_806522,5.29161,0.5894765,5
JCP2022_804848,5.2915993,0.7656716,5
JCP2022_801523,5.291405,0.14789411,5
JCP2022_805241,5.290895,0.5324844,7
JCP2022_807852,5.2905602,0.70774055,5
JCP2022_804411,5.2904253,1.3799922,12
JCP2022_801861,5.290368,0.50138783,5
JCP2022_801248,5.290147,0.6770959,5
JCP2022_806232,5.290078,0.661825,5
JCP2022_800300,5.2900414,0.5915428,5
JCP2022_800048,5.2898383,1.4017702,7
JCP2022_800002,5.2895317,2.6912875,2754
JCP2022_806121,5.289304,0.7053019,5
JCP2022_803600,5.2892885,1.2533226,5
JCP2022_800558,5.2886395,1.5388671,7
JCP2022_807957,5.2883444,0.71484417,5
JCP2022_805837,5.2881575,0.5895642,5
JCP2022_806086,5.288127,0.2634988,5
JCP2022_806499,5.287759,0.4627496,5
JCP2022_806306,5.2875586,0.66745305,5
JCP2022_800059,5.2871814,0.5629223,5
JCP2022_801522,5.287099,1.5257756,5
JCP2022_800429,5.2870016,0.3765387,5
JCP2022_804046,5.2865143,0.46406126,5
JCP2022_800129,5.286187,0.5568538,5
JCP2022_803710,5.286176,0.39025524,5
JCP2022_804537,5.2858863,0.9522361,5
JCP2022_807811,5.285753,0.08967052,5
JCP2022_804784,5.284339,0.69860226,5
JCP2022_803988,5.2838387,0.39174047,5
JCP2022_805248,5.2834916,0.45721352,5
JCP2022_805982,5.28349,0.34122273,5
JCP2022_800005,5.283286,0.31890965,5
JCP2022_804688,5.283178,1.8666242,5
JCP2022_803320,5.2829046,0.4708226,5
JCP2022_801267,5.282719,1.510385,10
JCP2022_804062,5.2826147,0.7525341,5
JCP2022_802608,5.282338,1.40985,7
JCP2022_801050,5.282248,0.8491319,7
JCP2022_801644,5.2816133,1.2326818,5
JCP2022_807458,5.281582,0.41175994,5
JCP2022_806981,5.281499,1.3785461,5
JCP2022_806342,5.28147,1.5592979,7
JCP2022_805761,5.281238,1.1759791,5
JCP2022_800361,5.281231,0.52221954,5
JCP2022_805546,5.280936,0.7374078,5
JCP2022_804374,5.2808557,0.55754083,5
JCP2022_805275,5.2806826,0.7258965,5
JCP2022_806158,5.2804823,0.7974239,5
JCP2022_802868,5.280328,0.613309,5
JCP2022_805402,5.279985,0.38272187,5
JCP2022_801833,5.2794957,0.69341964,5
JCP2022_806765,5.279424,0.63336855,5
JCP2022_807158,5.2793703,1.5336607,5
JCP2022_806851,5.2792006,0.52486473,5
JCP2022_803706,5.2791805,1.7138323,5
JCP2022_801022,5.278693,1.43882,5
JCP2022_800176,5.278659,0.41923967,5
JCP2022_802895,5.278644,1.0332454,5
JCP2022_801203,5.2786016,0.8003904,5
JCP2022_801270,5.277959,0.79663503,7
JCP2022_806396,5.277816,0.9994776,5
JCP2022_805570,5.2777276,1.1679637,5
JCP2022_801590,5.2769346,0.56152433,5
JCP2022_801581,5.276728,0.65175164,7
JCP2022_801111,5.2766657,0.6303893,5
JCP2022_800867,5.2765474,0.9852371,5
JCP2022_807126,5.27648,0.758678,7
JCP2022_807526,5.276436,1.5249981,5
JCP2022_807103,5.276263,1.0436958,5
JCP2022_801770,5.2758236,0.47624734,5
JCP2022_804737,5.2755203,0.60711545,5
JCP2022_803372,5.2753396,0.16592206,5
JCP2022_801280,5.2752724,0.57762074,5
JCP2022_800678,5.275181,0.4314174,5
JCP2022_802553,5.2748957,0.4442657,5
JCP2022_807524,5.2747507,1.4446192,5
JCP2022_804785,5.274397,1.0333024,5
JCP2022_806948,5.27431,1.8034673,5
JCP2022_800535,5.27426,0.7515943,10
JCP2022_805744,5.274239,0.9514206,5
JCP2022_802857,5.274119,0.5316729,5
JCP2022_800150,5.274102,0.7620002,5
JCP2022_804210,5.273688,1.3485677,7
JCP2022_806973,5.272766,0.5357353,5
JCP2022_806837,5.272568,0.8408637,5
JCP2022_807803,5.272451,0.907428,5
JCP2022_806811,5.271765,0.9718352,5
JCP2022_800025,5.271623,1.3040442,5
JCP2022_803756,5.271543,0.6906682,7
JCP2022_805571,5.2715216,0.68128645,5
JCP2022_803289,5.271509,0.8854564,5
JCP2022_805850,5.27139,0.6018762,5
JCP2022_800578,5.270513,0.45507914,5
JCP2022_800664,5.2700205,1.1050813,5
JCP2022_807664,5.2697115,0.5906811,5
JCP2022_805721,5.269208,0.18966925,5
JCP2022_800313,5.269145,0.23143995,5
JCP2022_803987,5.269123,0.80465686,5
JCP2022_806611,5.268702,0.9648925,5
JCP2022_800884,5.2684517,0.69853354,5
JCP2022_801601,5.2682867,0.60065687,5
JCP2022_801364,5.2673516,0.9816128,5
JCP2022_805191,5.267213,1.8424528,7
JCP2022_807137,5.267194,0.63105565,5
JCP2022_803836,5.267085,0.6626967,5
JCP2022_801857,5.266873,0.3934023,5
JCP2022_801131,5.2667522,1.2573347,5
JCP2022_807330,5.2664633,0.9138454,5
JCP2022_806656,5.266263,0.7838791,5
JCP2022_807421,5.2661657,0.71984977,5
JCP2022_806714,5.2660522,0.34325215,7
JCP2022_806600,5.2655716,0.268441,5
JCP2022_807279,5.2654414,0.45381474,5
JCP2022_800494,5.265254,1.50915,5
JCP2022_805271,5.2651715,1.4527055,7
JCP2022_804541,5.265155,0.75607735,5
JCP2022_807474,5.2647743,0.92355645,5
JCP2022_802561,5.264076,1.5618216,5
JCP2022_802998,5.2638154,0.68735725,7
JCP2022_802689,5.2636843,0.98709124,5
JCP2022_802534,5.2636423,0.84083587,5
JCP2022_801145,5.2632227,1.553998,7
JCP2022_800538,5.263165,0.93183696,5
JCP2022_804795,5.2629614,1.2958694,5
JCP2022_804606,5.262773,0.64543015,7
JCP2022_804764,5.262763,0.3605422,5
JCP2022_804012,5.2622404,0.54510903,5
JCP2022_800074,5.2621417,1.2275413,12
JCP2022_806929,5.2620354,1.0087646,5
JCP2022_802242,5.2619667,2.72489,5
JCP2022_803115,5.261918,0.9208105,5
JCP2022_802074,5.261894,0.6530715,5
JCP2022_803213,5.261537,0.72954303,7
JCP2022_805064,5.261383,1.7571352,5
JCP2022_802924,5.2613196,0.2875392,5
JCP2022_807503,5.2612643,0.90725195,10
JCP2022_800211,5.2610793,0.5965061,10
JCP2022_802705,5.260839,0.45932868,7
JCP2022_803456,5.2602196,1.2739727,5
JCP2022_800717,5.26003,1.4129847,5
JCP2022_800567,5.2597713,1.1663011,5
JCP2022_807774,5.259675,0.5597396,5
JCP2022_803057,5.2595434,0.9927069,5
JCP2022_801996,5.259094,1.1200587,5
JCP2022_802923,5.2589164,0.7473197,5
JCP2022_807853,5.2587433,0.37218633,5
JCP2022_801774,5.2585044,1.3620368,5
JCP2022_803222,5.2584257,0.47808257,5
JCP2022_804168,5.2581954,0.60925,5
JCP2022_807132,5.257944,0.9951944,5
JCP2022_803198,5.2572565,0.9157152,5
JCP2022_804829,5.2571807,0.5275871,5
JCP2022_800443,5.2570305,1.0471842,5
JCP2022_804278,5.256935,0.3939957,5
JCP2022_805595,5.2566137,1.2615606,14
JCP2022_807743,5.255991,0.7232641,5
JCP2022_807319,5.255454,0.56995267,5
JCP2022_804427,5.255227,1.1870399,5
JCP2022_801410,5.254988,0.24708907,5
JCP2022_804794,5.254845,0.60426134,5
JCP2022_801752,5.254711,0.8535336,5
JCP2022_806335,5.254675,0.6077417,5
JCP2022_802863,5.2543464,0.69006896,5
JCP2022_802591,5.253942,0.8548964,6
JCP2022_804187,5.2538214,1.284493,5
JCP2022_801419,5.2537637,0.60707635,7
JCP2022_801057,5.253196,1.1854106,5
JCP2022_803224,5.2531238,0.85596293,5
JCP2022_800665,5.252925,0.41890135,5
JCP2022_800781,5.252453,1.1895479,5
JCP2022_805844,5.252394,0.5028716,5
JCP2022_800727,5.252358,0.5367238,6
JCP2022_802704,5.2523246,0.80310744,11
JCP2022_806525,5.252176,0.5979574,5
JCP2022_802721,5.25212,1.1013795,5
JCP2022_802510,5.2519293,0.73793,5
JCP2022_800004,5.2518873,0.93478423,5
JCP2022_801318,5.2511907,0.906433,5
JCP2022_807369,5.2511644,0.67930317,5
JCP2022_803368,5.250688,0.88451195,7
JCP2022_801045,5.250661,1.4348259,5
JCP2022_800107,5.25042,0.5259608,5
JCP2022_803579,5.250355,0.41404948,5
JCP2022_804184,5.2500443,1.2575762,5
JCP2022_805782,5.2498603,0.52369577,5
JCP2022_806246,5.2497544,0.73565626,5
JCP2022_804253,5.2490144,0.36618328,5
JCP2022_803434,5.2487006,1.1393209,5
JCP2022_805773,5.2484484,0.59401613,5
JCP2022_802404,5.248362,0.6631227,5
JCP2022_807081,5.2483125,0.3689867,5
JCP2022_800509,5.248245,0.5345604,5
JCP2022_804044,5.2478046,0.7482792,5
JCP2022_805052,5.2475953,1.3439431,5
JCP2022_803906,5.2474966,0.5951698,5
JCP2022_804639,5.2472377,1.4191378,6
JCP2022_807695,5.2470794,0.51954,5
JCP2022_804799,5.247037,0.7740066,5
JCP2022_801989,5.2468386,0.8996389,5
JCP2022_800691,5.246546,0.3339692,5
JCP2022_806216,5.2464857,0.5952952,5
JCP2022_803430,5.246239,0.8557696,5
JCP2022_801630,5.2461104,0.20901953,5
JCP2022_800378,5.245779,0.5130175,5
JCP2022_805877,5.245527,0.6952988,5
JCP2022_807070,5.2453947,0.49918744,5
JCP2022_806150,5.2453337,0.67869973,5
JCP2022_806277,5.2453237,0.8849446,5
JCP2022_802180,5.2452936,1.3674996,10
JCP2022_806314,5.2450986,1.0467461,7
JCP2022_807681,5.244848,0.6133478,5
JCP2022_801331,5.244817,0.93725157,5
JCP2022_805229,5.244579,1.0058256,6
JCP2022_805973,5.2445364,0.48078972,5
JCP2022_803182,5.244476,1.7617784,5
JCP2022_806392,5.2444353,1.2276078,5
JCP2022_802137,5.2443647,0.6010392,5
JCP2022_807076,5.24418,1.1377802,5
JCP2022_807932,5.244092,0.8690243,5
JCP2022_800328,5.2438974,0.4050447,5
JCP2022_801049,5.243888,1.1194679,7
JCP2022_805777,5.243453,0.78853184,5
JCP2022_802919,5.243277,2.1328795,5
JCP2022_803314,5.2432213,0.7706,7
JCP2022_806776,5.243197,0.7678149,7
JCP2022_800524,5.243175,0.85235435,5
JCP2022_803431,5.2431407,0.7662312,5
JCP2022_801275,5.242322,1.1601993,5
JCP2022_800871,5.2418556,1.3181986,5
JCP2022_806307,5.2418447,0.44000086,5
JCP2022_800925,5.241839,0.3676039,5
JCP2022_804734,5.2418203,0.68004805,5
JCP2022_806787,5.2417965,0.664273,5
JCP2022_805893,5.2415056,0.8134646,5
JCP2022_807691,5.2414136,0.67408895,5
JCP2022_804731,5.241172,0.823922,5
JCP2022_800154,5.2407503,0.70733744,5
JCP2022_805936,5.2402005,0.67283404,5
JCP2022_803169,5.240074,0.6485513,5
JCP2022_801442,5.2395773,0.86473936,5
JCP2022_802318,5.2389636,0.6144179,5
JCP2022_806553,5.2387834,0.99489975,5
JCP2022_800526,5.2384725,1.2888376,5
JCP2022_802581,5.238127,0.528249,5
JCP2022_800823,5.2376637,0.8218858,7
JCP2022_803380,5.237444,1.3205135,11
JCP2022_806197,5.2374244,0.4873226,6
JCP2022_806999,5.2373457,0.5249536,5
JCP2022_802301,5.237344,0.42626712,5
JCP2022_806658,5.236548,1.5084934,5
JCP2022_804232,5.2365465,1.2183534,5
JCP2022_807966,5.236448,0.6006923,5
JCP2022_800511,5.2358913,0.8007854,5
JCP2022_802428,5.235717,1.4545329,5
JCP2022_807145,5.2356863,0.6008427,10
JCP2022_800131,5.235608,0.3136961,5
JCP2022_806880,5.2355604,1.1087044,5
JCP2022_805872,5.235175,1.0899017,5
JCP2022_801384,5.2345533,0.7460948,5
JCP2022_804801,5.234021,1.2224244,5
JCP2022_805882,5.2339377,0.57080543,5
JCP2022_803073,5.2336016,0.83024883,5
JCP2022_801831,5.2335663,0.48315692,10
JCP2022_804852,5.2332487,0.20640264,5
JCP2022_806039,5.232919,0.2967066,5
JCP2022_804796,5.231852,0.4978832,5
JCP2022_801829,5.2317843,0.61477333,10
JCP2022_800136,5.2317686,0.7446319,5
JCP2022_806057,5.2316475,1.163429,5
JCP2022_802568,5.2314034,0.99220043,5
JCP2022_804983,5.231039,0.9673725,5
JCP2022_807823,5.2309694,0.18893535,5
JCP2022_807041,5.230838,0.8906832,5
JCP2022_804833,5.230653,1.2910382,5
JCP2022_804818,5.2295203,0.84129286,5
JCP2022_806299,5.2294645,1.1092659,5
JCP2022_804126,5.2294364,0.6018273,5
JCP2022_807563,5.229343,0.71373606,5
JCP2022_801402,5.2292857,0.6722681,5
JCP2022_801675,5.2292414,0.43022496,5
JCP2022_804251,5.2286367,0.57159334,5
JCP2022_805980,5.228398,0.4200722,5
JCP2022_801851,5.2275605,1.133109,5
JCP2022_807248,5.2274127,0.48303506,5
JCP2022_800014,5.2267065,0.47568944,5
JCP2022_800489,5.226277,0.31482583,5
JCP2022_807050,5.2260036,1.6774995,5
JCP2022_802233,5.2253647,1.3609623,5
JCP2022_806450,5.2246857,1.0236592,5
JCP2022_800772,5.2246733,0.4573688,5
JCP2022_803135,5.2238674,1.0117257,5
JCP2022_807060,5.223708,0.4356803,5
JCP2022_800342,5.2236524,0.8891426,5
JCP2022_805745,5.223113,1.3048667,5
JCP2022_805060,5.2228117,1.9105186,5
JCP2022_803436,5.2226634,0.71341324,5
JCP2022_804017,5.2222595,0.43935367,5
JCP2022_800060,5.2220883,1.423494,5
JCP2022_802219,5.221244,0.82805973,5
JCP2022_803195,5.221066,0.40671092,5
JCP2022_801725,5.221021,1.8878559,5
JCP2022_803570,5.2209983,1.1819794,5
JCP2022_803548,5.220649,0.6824117,5
JCP2022_800091,5.2205153,0.7600906,5
JCP2022_803784,5.220416,1.5518634,5
JCP2022_802244,5.2202806,1.1012923,5
JCP2022_803968,5.21984,0.6147661,5
JCP2022_807647,5.2197237,1.3601944,5
JCP2022_804909,5.21957,0.82866865,5
JCP2022_802530,5.2193685,0.6172566,5
JCP2022_801366,5.2193437,1.6021788,5
JCP2022_804421,5.2187853,0.6865502,5
JCP2022_803406,5.2186074,0.4221812,5
JCP2022_801593,5.218277,0.6698048,5
JCP2022_806978,5.218259,0.9220846,5
JCP2022_804056,5.2173877,0.82619965,5
JCP2022_805805,5.2171974,0.2913854,5
JCP2022_807710,5.217183,0.49852866,5
JCP2022_802821,5.216728,0.23926088,5
JCP2022_804846,5.2162676,0.37847373,5
JCP2022_801098,5.2156277,0.8705305,5
JCP2022_805466,5.2154956,0.52718294,5
JCP2022_803916,5.2151184,0.32863227,5
JCP2022_802131,5.2149787,0.67563677,5
JCP2022_803583,5.2146153,0.7026489,5
JCP2022_801431,5.2144103,0.52946764,5
JCP2022_804853,5.214374,0.87013996,5
JCP2022_804163,5.213852,1.7405549,7
JCP2022_805979,5.213469,0.43707797,5
JCP2022_804800,5.2134647,0.45619452,5
JCP2022_807488,5.21337,1.1912043,5
JCP2022_803220,5.213362,0.36334702,5
JCP2022_802985,5.213341,1.4762397,7
JCP2022_801429,5.2127604,0.95064294,5
JCP2022_807356,5.2123756,0.69445807,5
JCP2022_800911,5.212289,0.77796376,5
JCP2022_805572,5.2108393,0.9068336,5
JCP2022_804083,5.210691,0.6557066,5
JCP2022_805044,5.2105923,0.5845799,5
JCP2022_807942,5.2104225,0.7090417,5
JCP2022_803288,5.210408,0.5725738,5
JCP2022_802263,5.2103395,1.5955303,7
JCP2022_800500,5.2099757,1.4906803,5
JCP2022_803819,5.2094336,0.38160932,5
JCP2022_800962,5.208526,1.5530084,5
JCP2022_806668,5.2080684,1.3245358,7
JCP2022_805528,5.208033,0.85427445,5
JCP2022_806561,5.208032,0.30143687,5
JCP2022_801516,5.2079673,1.2004477,10
JCP2022_806692,5.207663,1.8894852,5
JCP2022_803405,5.2076235,0.47864,5
JCP2022_800576,5.2075944,1.1395739,5
JCP2022_807411,5.2072797,1.2801855,15
JCP2022_804742,5.2071786,1.0393672,5
JCP2022_800310,5.2069416,0.44133604,5
JCP2022_804705,5.2062044,0.40891284,10
JCP2022_805679,5.2057905,0.56395125,5
JCP2022_805205,5.2055173,0.49577194,5
JCP2022_806774,5.205442,0.83417094,5
JCP2022_804377,5.204983,0.85675555,5
JCP2022_803665,5.204362,0.3971005,5
JCP2022_802138,5.2040763,0.56987464,5
JCP2022_801706,5.2040653,2.0907466,5
JCP2022_804161,5.203926,1.6028504,5
JCP2022_807912,5.2038803,0.6192797,5
JCP2022_805531,5.2038727,0.26899832,5
JCP2022_801324,5.203266,1.5446342,5
JCP2022_807535,5.2026744,1.1817795,5
JCP2022_801919,5.2023854,1.2226892,6
JCP2022_801715,5.2022796,0.6319683,5
JCP2022_804069,5.20217,0.6007715,6
JCP2022_803531,5.202048,0.45409724,5
JCP2022_800682,5.201516,0.35601437,5
JCP2022_806240,5.2014008,0.80484873,5
JCP2022_807638,5.201314,0.917353,5
JCP2022_804330,5.2011466,1.2946601,7
JCP2022_803333,5.2009497,0.59537786,5
JCP2022_801769,5.2004514,0.8276039,6
JCP2022_800840,5.2004046,1.3410761,5
JCP2022_804029,5.2001333,0.72310674,5
JCP2022_801365,5.199664,0.40439954,5
JCP2022_800640,5.199337,0.59172827,5
JCP2022_804958,5.1991115,0.5692903,10
JCP2022_805938,5.19876,0.7937983,6
JCP2022_804967,5.19868,0.5923908,7
JCP2022_807892,5.198594,0.732005,5
JCP2022_805234,5.198484,0.14970551,5
JCP2022_803824,5.198457,0.9362407,5
JCP2022_806945,5.1983876,0.3534633,5
JCP2022_805649,5.198241,1.4469641,5
JCP2022_806105,5.198081,0.3602411,5
JCP2022_801539,5.197345,1.0532235,5
JCP2022_804420,5.197027,1.6609942,5
JCP2022_806214,5.1969137,0.37521777,5
JCP2022_804866,5.196838,0.6151465,5
JCP2022_805293,5.196742,1.2103612,5
JCP2022_803164,5.1960936,1.1878351,5
JCP2022_800584,5.195993,0.5667417,5
JCP2022_803162,5.1958323,1.93384,5
JCP2022_801707,5.1956058,1.7839177,6
JCP2022_800370,5.1952944,0.2839673,5
JCP2022_805033,5.1948166,0.33594882,5
JCP2022_800540,5.1948085,1.1706887,12
JCP2022_802509,5.194736,0.5712668,5
JCP2022_803261,5.19373,0.42216888,5
JCP2022_806143,5.193166,0.6840696,5
JCP2022_800807,5.1929455,0.5573563,6
JCP2022_801651,5.192842,0.95759094,5
JCP2022_804345,5.1927996,0.6614112,5
JCP2022_801408,5.1927385,0.47881082,5
JCP2022_801922,5.192709,0.9723874,5
JCP2022_807210,5.19205,0.7160067,7
JCP2022_800932,5.19205,1.3810017,5
JCP2022_805282,5.192015,2.098197,12
JCP2022_807739,5.191204,0.7834458,5
JCP2022_800612,5.190772,0.3872349,5
JCP2022_800250,5.190597,0.91859984,5
JCP2022_806899,5.19028,1.6408213,5
JCP2022_805259,5.190113,0.31182602,5
JCP2022_807497,5.189499,1.1084675,5
JCP2022_801637,5.1892138,0.27130055,5
JCP2022_807522,5.188702,1.5203497,5
JCP2022_802387,5.1886992,0.6230156,5
JCP2022_806252,5.188579,0.56519234,7
JCP2022_800397,5.18854,1.9737192,5
JCP2022_801537,5.188457,0.56406516,5
JCP2022_803511,5.1883326,0.7848855,5
JCP2022_807559,5.1879563,2.0098794,5
JCP2022_801921,5.1879516,0.6429385,6
JCP2022_807079,5.1876793,0.8176397,5
JCP2022_800392,5.1872854,0.71229035,5
JCP2022_801450,5.1871953,0.79570585,5
JCP2022_802393,5.1871734,1.319995,6
JCP2022_800218,5.1870804,0.7451958,5
JCP2022_806677,5.186466,0.556485,5
JCP2022_802327,5.1856513,0.89914644,5
JCP2022_800214,5.1853604,1.0741574,5
JCP2022_801474,5.1852913,0.8500372,7
JCP2022_801887,5.1847467,0.35466808,6
JCP2022_807944,5.184642,0.73651534,5
JCP2022_800347,5.184503,0.5186187,5
JCP2022_804047,5.184082,0.43780977,5
JCP2022_806477,5.1839495,0.35257626,5
JCP2022_801076,5.183465,0.7792042,5
JCP2022_802536,5.183385,0.95175755,5
JCP2022_802477,5.1833377,1.1021271,7
JCP2022_801760,5.183019,0.96734333,5
JCP2022_807399,5.182847,0.816244,5
JCP2022_803703,5.1827717,0.4922232,5
JCP2022_804464,5.1826434,0.6203308,12
JCP2022_806421,5.182601,0.35623845,5
JCP2022_803851,5.182394,1.3162405,5
JCP2022_801352,5.1822143,0.59372514,5
JCP2022_806926,5.180726,1.0661958,5
JCP2022_800515,5.17996,1.1070193,7
JCP2022_807700,5.1798863,1.0607983,5
JCP2022_802089,5.179712,1.6561941,7
JCP2022_801037,5.1788807,1.3123796,5
JCP2022_806742,5.1785583,0.7114123,5
JCP2022_806544,5.178474,0.38314918,5
JCP2022_803108,5.1782575,0.49863908,10
JCP2022_802850,5.1778197,1.3889503,5
JCP2022_800671,5.177709,0.32900593,5
JCP2022_807919,5.1776514,0.70840055,5
JCP2022_806951,5.1774073,0.88573897,5
JCP2022_802872,5.1769733,0.5372384,5
JCP2022_803509,5.176875,0.56899166,5
