,nucleus_area,cell_area,nucleus_cell_ratio,cell_eccentricity,cell_compactness,nucleus_dna_mean,cell_er_mean,cell_mito_mean,cell_agp_mean,cell_rna_mean,mito_granularity
NOTCH1_KO,1.046011912625586,0.7522995464483856,1.1287499994492884,1.012487248213615,1.0181318894998381,1.2025820678965717,1.261876474948366,1.1782841523349143,0.39815322899389277,0.9354220205892471,0.9679047016034378
NOTCH2_KO,1.1196407584760133,17.270199571942342,0.8867178930651007,1.0448898810852003,0.8612613243727663,1.040520805377633,0.894477883817309,1.45378982174178,1.3096717845486718,0.9816981086128258,1.516834166733048
NOTCH3_KO,1.0972631580598626,0.802542752838958,1.1210847877824552,1.031554135246875,1.0526055006607236,1.2071156884940615,1.1702946302029633,1.0429763429400982,0.5527996275449365,0.8640059458588335,0.8757152661350757
