nucleus_area,cell_area,cytoplasm_area,nucleus_cell_ratio,nucleus_eccentricity,nucleus_solidity,nucleus_extent,cell_eccentricity,cell_solidity,cell_extent,cell_perimeter,cell_compactness,nucleus_dna_mean,nucleus_dna_std,nucleus_dna_max,cell_er_mean,cell_er_std,cyto_er_mean,cell_mito_mean,cell_mito_std,cyto_mito_mean,cell_agp_mean,cell_agp_std,cyto_agp_mean,cell_rna_mean,cell_rna_std,cyto_rna_mean,nucleus_dna_granularity,mito_granularity,site,condition
1010.0,1005.0,0,1.0049751243781095,0.5579945704898944,0.973963355834137,0.7426470588235294,0.5526241355675899,0.971953578336557,0.7389705882352942,117.63961030678928,0.9125754292810141,92.4029702970297,30.47305238846947,157,70.34925373134328,22.11702057117031,0.0,19.323383084577113,3.702614445073656,0.0,6.585074626865672,1.1894963687822901,0.0,67.5910447761194,23.549395940388774,0.0,28.141863225547674,3.2599929334651523,1,NOTCH1_KO
1331.0,1368.0,37,0.972953216374269,0.82078116613064,0.9708242159008024,0.696493982208268,0.8228405813382723,0.9681528662420382,0.6673170731707317,144.61017305526642,0.8220500682453095,84.82945154019534,23.40507123475274,140,85.81432748538012,27.69042046207384,71.89189189189189,24.818713450292396,4.769929025278401,31.2972972972973,9.514619883040936,1.7933656983520447,9.72972972972973,78.91447368421052,27.668053672443918,68.56756756756756,20.240563017954425,4.148575316012219,1,NOTCH1_KO
1752.0,1888.0,136,0.9279661016949152,0.8600052751429135,0.822921559417567,0.585953177257525,0.8580877384002195,0.8558476881233001,0.5995554144172753,218.99494936611666,0.4947019886151026,103.86986301369863,50.08921452165885,255,92.2240466101695,27.365156966996114,107.125,32.942796610169495,12.488168596348945,43.23529411764706,11.14989406779661,4.3857060277291415,16.78676470588235,89.87764830508475,29.736294528171143,100.56617647058823,46.62143585843073,12.056998311434786,1,NOTCH1_KO
811.0,850.0,39,0.9541176470588235,0.7682572917433212,0.9643281807372176,0.6815126050420168,0.7620294873219274,0.9781357882623706,0.7142857142857143,109.39696961966999,0.8925205121879782,89.29346485819975,28.47968872709622,144,98.09058823529412,33.27747913080313,75.97435897435898,30.163529411764706,4.120860762705473,33.12820512820513,12.325882352941177,3.8554362823597077,14.076923076923077,89.54588235294118,33.34575924335163,64.61538461538461,24.73627717034591,3.387055592698691,1,NOTCH1_KO
1257.0,1335.0,102,0.9415730337078652,0.8859191870808323,0.9422788605697151,0.5515577007459412,0.8955202371161826,0.9481534090909091,0.5493827160493827,155.33809511662426,0.6952406859245925,86.6260938743039,50.31000368772406,205,80.69887640449438,36.522251678276774,66.44117647058823,30.195505617977528,17.126582554257464,40.490196078431374,9.428464419475656,3.58596080157841,7.323529411764706,71.17078651685394,38.806820712837585,60.68627450980392,48.28804366446872,16.634756220722636,1,NOTCH1_KO
679.0,698.0,19,0.9727793696275072,0.5441197389478512,0.9686162624821684,0.782258064516129,0.5341236951142916,0.9721448467966574,0.7764182424916574,96.66904755831214,0.9386213041229124,81.09425625920471,21.831054599311756,128,74.73352435530086,21.42851230785555,60.94736842105263,28.411174785100286,7.317893526732305,37.21052631578947,9.469914040114613,1.993495222412121,11.421052631578947,73.378223495702,23.48693927728358,58.36842105263158,19.253260891629846,6.953991581117198,1,NOTCH1_KO
977.0,1003.0,26,0.9740777666999003,0.6500038291350835,0.972139303482587,0.7879032258064517,0.6509485958792434,0.97568093385214,0.7891424075531078,117.1543289325507,0.9183201538330822,81.6775844421699,21.32330067287323,128,66.60917248255234,21.771971417282717,56.53846153846154,24.465603190428713,4.211455122321477,29.384615384615383,9.312063808574278,2.0737460692277003,10.038461538461538,67.56729810568295,24.434260947565107,55.26923076923077,18.055802300738648,3.440006502347347,1,NOTCH1_KO
567.0,581.0,14,0.9759036144578314,0.778965396211375,0.9626485568760611,0.7470355731225297,0.7776843126148943,0.9667221297836939,0.7429667519181585,91.25483399593904,0.8767468972470422,68.1710758377425,14.73387712634196,129,61.158347676419965,18.39392214283036,58.857142857142854,21.10671256454389,2.6458761538173987,22.642857142857142,7.717728055077453,1.1450014100305506,7.928571428571429,58.526678141135974,19.66565790074699,54.92857142857143,12.08718671169334,2.129872732183248,1,NOTCH1_KO
968.0,970.0,3,0.9979381443298969,0.7417175596591217,0.9738430583501007,0.711764705882353,0.7418746116209448,0.9768378650553877,0.7132352941176471,117.63961030678928,0.8807941954254563,86.86260330578513,26.66552712819403,144,72.84123711340206,23.80612306480765,61.333333333333336,19.7680412371134,3.6366985819035222,23.0,6.887628865979382,1.26358659329481,7.666666666666667,73.6020618556701,25.454313143442338,63.333333333333336,22.997748351091296,3.096361535208446,1,NOTCH1_KO
1011.0,1048.0,39,0.9646946564885496,0.7181450767656828,0.9777562862669246,0.8023809523809524,0.7053348517695407,0.9739776951672863,0.7861965491372843,121.1543289325507,0.8972082820247146,99.25222551928783,42.76377598610874,200,86.02385496183206,31.317086823713378,78.2051282051282,27.362595419847327,9.48875458070254,40.51282051282051,9.60973282442748,2.7451172344559875,9.820512820512821,76.91412213740458,33.0578124029794,63.97435897435897,40.72789213391087,9.13846115405955,1,NOTCH1_KO
1059.0,1066.0,7,0.9934333958724203,0.6698608240152686,0.9715596330275229,0.7415966386554622,0.6664133354049661,0.9690909090909091,0.7251700680272108,123.05382386916237,0.8846609165954837,93.62417374881964,29.319870201337146,158,74.00187617260788,29.362296602459132,54.142857142857146,23.24015009380863,5.457710656125851,31.0,7.179174484052533,1.3282815124473941,8.0,74.22420262664166,33.158941467174174,54.714285714285715,26.909737415842024,5.09760015601857,1,NOTCH1_KO
699.0,716.0,17,0.9762569832402235,0.685590197352409,0.9628099173553719,0.761437908496732,0.6897296654554397,0.9610738255033557,0.7521008403361344,101.25483399593904,0.877589370500821,74.43919885550787,17.28562403309974,118,68.14664804469274,21.928515208905253,62.470588235294116,21.743016759776538,2.988973003264541,21.11764705882353,8.431564245810057,1.4711597333247926,7.705882352941177,66.29888268156425,23.090725819326934,57.35294117647059,14.74127400195723,2.376214058112276,1,NOTCH1_KO
668.0,1631.0,963,0.40956468424279585,0.7091693275402261,0.9611510791366906,0.7858823529411765,0.8294249704486903,0.8300254452926209,0.5943877551020408,198.75230867899737,0.5188471803678161,76.3443113772455,21.530190764276984,129,77.14469650521153,24.513511228623226,81.05919003115265,25.602697731453095,4.33573746111167,26.43302180685358,9.199877375843041,1.5806230049179224,9.46521287642783,79.32004904966279,26.54654686503378,83.5202492211838,18.660315040452343,3.8578030047735146,1,NOTCH1_KO
653.0,2299.0,1646,0.2840365376250544,0.6344709027809585,0.9436416184971098,0.7067099567099567,0.8556124809457374,0.7766891891891892,0.5331632653061225,258.1076477383248,0.43365772736035924,84.91730474732006,33.11734980760474,153,104.4158329708569,27.971622851404568,99.66524908869988,34.88081774684645,12.4586020715602,32.76913730255164,13.289256198347108,4.7806448170206925,12.253948967193196,94.30317529360592,26.616978484353154,89.19805589307411,29.908826473425833,11.829383351337478,1,NOTCH1_KO
885.0,2299.0,1414,0.38494997825141364,0.6333218619920385,0.9567567567567568,0.7436974789915967,0.8556124809457374,0.7766891891891892,0.5331632653061225,258.1076477383248,0.43365772736035924,83.46666666666667,25.455494931786777,156,104.4158329708569,27.971622851404568,118.04314002828855,34.88081774684645,12.4586020715602,40.95685997171146,13.289256198347108,4.7806448170206925,15.519094766619519,94.30317529360592,26.616978484353154,107.56718528995756,22.136012438933072,11.829383351337478,1,NOTCH1_KO
621.0,643.0,22,0.9657853810264385,0.7218745985849766,0.9657853810264385,0.71875,0.7172269488014704,0.9712990936555891,0.7442129629629629,94.08326112068522,0.9128430468345485,74.39935587761674,17.154735769677636,116,71.4556765163297,20.142242496428704,73.0,24.71850699844479,3.7607388520613325,25.59090909090909,9.013996889580094,1.611039881322843,9.363636363636363,70.01866251944013,22.511713766104968,67.5909090909091,13.874077645312294,2.7325601294873,1,NOTCH1_KO
684.0,697.0,14,0.9813486370157819,0.8172832955472206,0.9674681753889675,0.75,0.8182366823030552,0.9680555555555556,0.7148717948717949,102.32590180780451,0.8365106614797799,69.22076023391813,16.270181584074884,115,65.31133428981349,21.55162766222356,61.57142857142857,23.07173601147776,3.649730871826894,23.785714285714285,7.869440459110473,1.4005118360225977,8.357142857142858,62.639885222381636,22.937836622288202,56.642857142857146,13.842639959397275,3.3069463704220587,1,NOTCH1_KO
892.0,915.0,23,0.9748633879781421,0.8236256486400862,0.9674620390455532,0.652046783625731,0.8217647877671956,0.9713375796178344,0.668859649122807,116.46803743153545,0.8476517117280118,77.5695067264574,19.72116986926198,122,69.43060109289617,27.257892889497153,61.47826086956522,25.30710382513661,6.76383050405471,36.95652173913044,9.460109289617487,2.5438867016628923,10.391304347826088,67.38907103825137,28.50714589180392,54.08695652173913,16.47633876107999,5.622013196072995,1,NOTCH1_KO
711.0,733.0,22,0.9699863574351978,0.7202551760694327,0.9686648501362398,0.7429467084639498,0.7145436693072416,0.9721485411140584,0.7404040404040404,103.25483399593904,0.8639588407275185,65.41209563994374,12.872208420342332,108,60.81991814461119,18.562685700150627,56.27272727272727,14.296043656207367,1.899507556850116,15.454545454545455,7.7639836289222375,1.3521591887661488,8.681818181818182,50.208731241473394,17.51947130058978,44.68181818181818,10.358082036717686,1.5717285042147935,1,NOTCH1_KO
917.0,1631.0,714,0.5622317596566524,0.663889765287687,0.9724284199363733,0.7312599681020734,0.8294249704486903,0.8300254452926209,0.5943877551020408,198.75230867899737,0.5188471803678161,94.98909487459106,32.80140651406132,172,77.14469650521153,24.513511228623226,71.85994397759103,25.602697731453095,4.33573746111167,24.455182072829132,9.199877375843041,1.5806230049179224,8.820728291316527,79.32004904966279,26.54654686503378,73.57703081232494,29.791430545229698,3.8578030047735146,1,NOTCH1_KO
583.0,2299.0,1716,0.2535885167464115,0.5378899203055187,0.9357945425361156,0.7197530864197531,0.8556124809457374,0.7766891891891892,0.5331632653061225,258.1076477383248,0.43365772736035924,95.58147512864494,40.526845176811264,169,104.4158329708569,27.971622851404568,99.53729603729603,34.88081774684645,12.4586020715602,33.18123543123543,13.289256198347108,4.7806448170206925,12.710372960372961,94.30317529360592,26.616978484353154,89.96037296037296,36.39342225431962,11.829383351337478,1,NOTCH1_KO
1030.0,1052.0,22,0.9790874524714829,0.5862911595443794,0.9753787878787878,0.7545787545787546,0.5743229907747655,0.9758812615955473,0.7706959706959707,119.9827560572969,0.91830708816659,103.06893203883494,37.47840939399802,180,66.01140684410646,18.20144624883712,48.81818181818182,26.84315589353612,4.955996552400761,33.18181818181818,8.50190114068441,1.5363145984335096,8.363636363636363,64.55893536121673,20.439546074545405,47.09090909090909,34.423619997737255,4.366065500080229,1,NOTCH1_KO
848.0,864.0,18,0.9814814814814815,0.8005560996808693,0.9614512471655329,0.7132043734230445,0.7948850979692178,0.96,0.7093596059113301,114.56854249492379,0.8271662959274368,88.12264150943396,31.27686100828953,150,90.70254629629629,33.96826804912367,78.11111111111111,32.210648148148145,11.682115864062702,58.05555555555556,9.680555555555555,2.7041277889118764,9.61111111111111,88.26620370370371,40.62826586798884,79.27777777777777,29.29569142968838,10.365246226294836,1,NOTCH1_KO
1024.0,1047.0,23,0.9780324737344794,0.7281823441709678,0.9770992366412213,0.7937984496124031,0.7241732888258317,0.9748603351955307,0.7675953079178885,121.9827560572969,0.8842186334102843,96.1484375,30.5717879148177,164,72.56542502387775,23.984539520160475,56.26086956521739,25.930276981852913,4.155054713833802,28.956521739130434,8.695319961795606,1.7509192749428995,8.869565217391305,73.63228271251194,26.504210777969856,55.69565217391305,27.191180112259822,3.4976002321213775,1,NOTCH1_KO
883.0,917.0,34,0.9629225736095965,0.7600319417038741,0.9587404994571118,0.6781874039938556,0.7603327694181263,0.9622245540398741,0.6664244186046512,118.46803743153546,0.8210636242204632,72.04869762174405,16.151424804606965,114,74.00981461286804,28.865478086400564,64.23529411764706,21.520174482006542,2.371421259878237,20.5,9.690294438386042,1.5858024744608472,9.794117647058824,70.42857142857143,31.092582954027428,61.029411764705884,13.197382027449999,2.0297254101899385,1,NOTCH1_KO
370.0,380.0,10,0.9736842105263158,0.7425827765022978,0.9560723514211886,0.6776556776556777,0.7320173067132286,0.95,0.6959706959706959,73.59797974644665,0.8815798889510236,78.0027027027027,21.60711827761781,126,75.43157894736842,20.982525376873387,65.6,28.205263157894738,5.022577833009923,34.6,8.81842105263158,2.354430902648506,9.0,74.23947368421052,23.68739437664199,64.1,18.18712510023696,4.420529045278404,1,NOTCH1_KO
937.0,955.0,22,0.981151832460733,0.7759628085467838,0.965979381443299,0.7141768292682927,0.7732533332509746,0.9705284552845529,0.7234848484848485,117.98275605729688,0.8621367571565961,92.88367129135538,38.38806956491517,179,82.73717277486911,26.67942381000803,68.68181818181819,26.74973821989529,9.040293017221861,41.0,8.828272251308901,2.218399179733806,8.545454545454545,75.26178010471205,29.817851130587645,64.0909090909091,35.14853747629323,7.60545074456022,1,NOTCH1_KO
723.0,733.0,11,0.9863574351978172,0.7890547933128111,0.9678714859437751,0.7123152709359606,0.7933902116503716,0.9734395750332006,0.722167487684729,102.91168824543142,0.8697299648832115,83.89211618257261,23.220441734219506,150,75.37517053206003,22.283912430518747,62.54545454545455,26.170532060027284,4.368697329964756,26.181818181818183,7.974079126875853,1.3482885434755612,8.181818181818182,77.58799454297407,24.509417806010852,64.54545454545455,20.615072375489603,3.7429401340618282,1,NOTCH1_KO
776.0,795.0,19,0.9761006289308176,0.8768940768534005,0.9663760896637609,0.5992277992277992,0.8750960670598998,0.9683313032886723,0.5968468468468469,113.29646455628168,0.7782950656597503,72.07474226804123,15.23686120454485,119,71.06792452830189,22.564020229116185,64.42105263157895,25.660377358490567,4.081296792123713,29.94736842105263,8.274213836477987,1.4319891533828166,9.157894736842104,71.3811320754717,24.260678566449222,60.78947368421053,12.745144998992574,3.3586907884245414,1,NOTCH1_KO
984.0,986.0,3,0.9979716024340771,0.7661644859345288,0.9637610186092067,0.7627906976744186,0.7652953483962058,0.9647749510763209,0.7643410852713178,120.32590180780451,0.8557926031093054,82.89024390243902,22.405768038697676,136,75.3580121703854,23.058058429173485,56.666666666666664,21.983772819472616,4.501266484514796,18.333333333333332,7.804259634888438,1.873597409009775,8.666666666666666,64.76774847870182,22.37033438390882,44.333333333333336,19.95296507062982,4.197898076007267,1,NOTCH1_KO
910.0,936.0,26,0.9722222222222222,0.46801554191208206,0.974304068522484,0.7899305555555556,0.4634082865543254,0.975,0.7665847665847666,112.5685424949238,0.9282215067777589,83.6901098901099,22.499538725162058,138,81.72970085470085,26.272947119382373,69.0,22.947649572649574,4.1818230531839635,23.0,9.149572649572649,1.7452805192506693,9.346153846153847,73.11965811965813,26.32579814072815,60.0,20.123019372100224,3.5703041365836077,1,NOTCH1_KO
1021.0,1069.0,48,0.9550982226379794,0.8249885246692161,0.9789069990412272,0.6717105263157894,0.8175260066228357,0.9744758432087511,0.651829268292683,126.36753236814712,0.8412335006705587,95.84818805093046,31.625338982638457,163,72.42937324602433,23.0984373685358,55.541666666666664,29.15154349859682,4.291032042518752,28.333333333333332,10.608980355472404,2.656258611579057,10.083333333333334,74.68288119738072,26.398746616891778,52.0,28.817818698154163,3.7352228116922643,1,NOTCH1_KO
850.0,872.0,22,0.9747706422018348,0.8033232998606548,0.9681093394077449,0.6778309409888357,0.7985411218025847,0.9678135405105438,0.6953748006379585,113.39696961966999,0.852164526023695,61.68588235294118,11.229642003001295,104,73.30963302752293,26.159759679149115,64.13636363636364,23.52408256880734,2.104357173211916,23.818181818181817,8.193807339449542,1.576143301226503,8.863636363636363,69.07224770642202,27.877732070714277,57.04545454545455,8.252340908176581,1.7087449686086673,1,NOTCH1_KO
1191.0,1204.0,13,0.989202657807309,0.6099061313141224,0.9746317512274959,0.7462406015037594,0.6036672516879046,0.9788617886178862,0.7543859649122807,128.46803743153546,0.9167399799412832,88.95465994962217,24.523186848986278,155,70.52491694352159,20.80075253581525,74.3076923076923,20.16528239202658,4.344786160528486,32.30769230769231,8.045681063122924,1.424304790935538,8.692307692307692,66.67358803986711,21.304132148351137,74.15384615384616,21.17681362564188,3.205315961472098,1,NOTCH1_KO
904.0,932.0,28,0.9699570815450643,0.8628334338390644,0.9637526652452025,0.7397708674304418,0.8639196687973626,0.9688149688149689,0.762684124386252,122.08326112068522,0.7858027292394172,91.42367256637168,29.38534666975424,166,85.98068669527898,28.14248793188443,63.32142857142857,23.492489270386265,5.579598358113934,23.071428571428573,9.756437768240342,3.35901058607618,11.428571428571429,70.3401287553648,25.10444233350197,49.964285714285715,27.586834798333637,5.158873937108576,1,NOTCH1_KO
725.0,1302.0,577,0.5568356374807988,0.7890608876412762,0.9259259259259259,0.6461675579322638,0.8387675360139037,0.8839103869653768,0.7444253859348199,161.43860018001263,0.6277779852301367,66.90482758620689,15.1551258247293,108,67.51920122887864,17.532436911691015,78.69150779896015,27.88863287250384,6.518486753805199,30.379549393414212,9.325652841781874,3.029035525942672,11.348353552859619,64.5568356374808,16.484580472860877,72.04332755632582,12.707516085429926,5.983633816858234,1,NOTCH1_KO
755.0,768.0,13,0.9830729166666666,0.8636125056914642,0.9805194805194806,0.8361018826135105,0.8598753244991224,0.973384030418251,0.8118393234672304,111.35533905932739,0.7783035203650245,63.34172185430464,12.087859146973548,113,61.41796875,21.587239190642777,48.15384615384615,17.169270833333332,2.296395157266269,16.615384615384617,7.493489583333333,1.2499830456749508,7.846153846153846,51.845052083333336,20.147262569882475,39.76923076923077,9.849496556994525,2.044224573481586,1,NOTCH1_KO
915.0,925.0,12,0.9891891891891892,0.7120255330014122,0.9775641025641025,0.782051282051282,0.7104852388739994,0.9767687434002112,0.7650951199338296,113.1543289325507,0.9078398660423631,85.66666666666667,26.824940139337738,152,77.09621621621622,27.070607113006613,61.0,27.04756756756757,6.561304009073858,37.916666666666664,8.24108108108108,2.014337505985641,9.5,73.79027027027027,30.137115707549007,57.166666666666664,24.39452486801146,6.057073331257405,1,NOTCH1_KO
1109.0,1123.0,14,0.98753339269813,0.6380814610337029,0.971954425942156,0.7368770764119601,0.6398336369486102,0.968103448275862,0.725452196382429,126.12489168102785,0.8871315151964878,94.24706943192065,28.296547358355497,161,71.6580587711487,20.640515849651962,63.214285714285715,21.51380231522707,5.259476971050089,22.928571428571427,7.8477292965271594,1.4785379741979152,7.285714285714286,68.90293855743545,21.461564980641754,57.214285714285715,25.608510797973505,4.539005325688097,1,NOTCH1_KO
996.0,1030.0,34,0.9669902912621359,0.5804566443115203,0.9736070381231672,0.7738927738927739,0.5668234863385484,0.9781576448243114,0.8003108003108003,117.7401153701776,0.9336802550131772,99.4578313253012,33.01975842889334,168,63.733980582524275,15.19034921908253,54.529411764705884,26.010679611650485,4.0262346625036,33.5,8.706796116504854,4.076150433496018,15.0,64.41941747572815,16.875696653019784,52.970588235294116,30.33205392366781,3.4730102214908425,1,NOTCH1_KO
999.0,1000.0,4,0.999,0.5674749276523637,0.9727361246348588,0.7732198142414861,0.5573162409881891,0.9689922480620154,0.7739938080495357,118.32590180780453,0.8975325709998186,93.28828828828829,34.14036522227733,174,71.624,16.39416432758925,67.25,25.162,10.119276456348052,26.5,5.164,1.1203142416304455,7.25,67.904,17.972667692916374,71.5,30.579741625955187,8.54635529089372,1,NOTCH1_KO
531.0,1302.0,771,0.4078341013824885,0.7302238906329175,0.9431616341030196,0.7447405329593267,0.8387675360139037,0.8839103869653768,0.7444253859348199,161.43860018001263,0.6277779852301367,83.28813559322033,27.28985501829329,135,67.51920122887864,17.532436911691015,58.988326848249024,27.88863287250384,6.518486753805199,26.38261997405966,9.325652841781874,3.029035525942672,7.907911802853437,64.5568356374808,16.484580472860877,58.68741893644617,25.111545443125088,5.983633816858234,1,NOTCH1_KO
939.0,945.0,7,0.9936507936507937,0.8910289306109694,0.9670442842430484,0.6520833333333333,0.8930171964533896,0.9682377049180327,0.65625,126.22539674441619,0.7453292817521013,100.85516506922258,34.80535106377226,166,74.25608465608465,19.561760221845077,75.14285714285714,23.151322751322752,5.5390256479489075,35.57142857142857,7.978835978835979,1.6611262576928127,11.142857142857142,72.03386243386244,20.46716085443687,70.71428571428571,32.131383830643884,5.233470035945878,1,NOTCH1_KO
841.0,868.0,27,0.9688940092165899,0.2464602435229567,0.9745075318655851,0.7722681359044995,0.25996663379005636,0.9752808988764045,0.7736185383244206,107.15432893255071,0.949970562289304,91.14030915576694,27.902272196387653,159,77.51036866359448,29.382447711255104,70.5925925925926,23.268433179723502,5.081643918885512,31.555555555555557,8.682027649769585,2.4854970182655456,14.37037037037037,73.26382488479263,31.059193228217758,59.888888888888886,25.546762088621087,4.169429214944807,1,NOTCH1_KO
943.0,953.0,10,0.9895068205666316,0.8041243264516476,0.955420466058764,0.7016369047619048,0.8051184555587163,0.953,0.6925872093023255,121.63961030678928,0.8093804765976478,84.71261930010604,21.869930737104212,140,71.03777544596012,21.7699659316984,59.9,26.41343126967471,6.343863530279993,30.8,7.718782791185729,1.3366391378078066,7.3,71.11437565582372,23.009385672314888,61.2,19.42148905467251,5.913813851030535,1,NOTCH1_KO
910.0,956.0,46,0.9518828451882845,0.6411123748164009,0.9711846318036286,0.7483552631578947,0.6945885192342419,0.9725330620549338,0.746875,116.5685424949238,0.8841073958854212,99.77802197802198,34.93612948424849,170,73.50732217573221,17.138463578554564,65.3695652173913,29.332635983263597,6.554584278194952,44.95652173913044,8.523012552301255,6.723973045653209,24.08695652173913,74.38598326359832,18.560220097248234,70.17391304347827,32.09222401845556,5.7579433330818945,1,NOTCH1_KO
1059.0,1069.0,10,0.990645463049579,0.8098391124596758,0.9724517906336089,0.7607758620689655,0.8095879389396246,0.9762557077625571,0.7679597701149425,125.9827560572969,0.8463799355447527,92.96978281397544,27.46526749985464,147,76.73433115060804,27.225602702481194,60.9,23.78110383536015,4.065274042160234,30.1,8.63797942001871,1.5011370917848612,7.6,75.39382600561272,28.46597429337575,60.2,25.295580162187623,3.0840864649948436,1,NOTCH1_KO
