Metadata_JCP2022,0
JCP2022_800741,227.90413
JCP2022_802355,97.32555
JCP2022_807946,66.16566
JCP2022_804757,58.59738
JCP2022_800979,57.20624
JCP2022_807752,42.731194
JCP2022_807634,34.342438
JCP2022_802069,34.205517
JCP2022_803691,33.90714
JCP2022_802332,33.883488
JCP2022_803674,32.445675
JCP2022_803268,30.750467
JCP2022_802007,28.382952
JCP2022_805826,28.236794
JCP2022_803904,26.571636
JCP2022_803871,26.544891
JCP2022_806108,25.977522
JCP2022_800959,25.957565
JCP2022_802780,25.755373
JCP2022_800164,25.334011
JCP2022_800882,25.331642
JCP2022_802335,24.5099
JCP2022_802093,23.912004
JCP2022_803681,23.224892
JCP2022_800709,23.1793
JCP2022_800277,22.174341
JCP2022_804609,21.988298
JCP2022_802395,21.820913
JCP2022_800620,21.80545
JCP2022_801155,21.77361
JCP2022_802182,21.757284
JCP2022_807067,21.426495
JCP2022_806159,21.391243
JCP2022_807937,21.363285
JCP2022_803495,21.031208
JCP2022_807014,20.908052
JCP2022_801810,20.56219
JCP2022_804936,20.532682
JCP2022_802648,20.52706
JCP2022_804023,20.524574
JCP2022_807128,20.402039
JCP2022_803752,20.390594
JCP2022_806890,20.321676
JCP2022_807643,20.278748
JCP2022_806847,20.243227
JCP2022_805176,20.088383
JCP2022_801192,19.96619
JCP2022_801080,19.663624
JCP2022_805944,19.622705
JCP2022_806447,19.60755
JCP2022_801028,19.520847
JCP2022_805876,19.468636
JCP2022_803872,19.33708
JCP2022_805631,19.249304
JCP2022_806358,18.868584
JCP2022_801479,18.706373
JCP2022_807703,18.612833
JCP2022_803100,18.526514
JCP2022_803207,18.414051
JCP2022_803956,18.218992
JCP2022_804286,17.925674
JCP2022_802970,17.778858
JCP2022_805621,17.76032
JCP2022_806336,17.014761
JCP2022_807684,16.711832
JCP2022_806129,16.646828
JCP2022_803658,16.243212
JCP2022_803148,15.975853
JCP2022_804089,15.918634
JCP2022_805630,15.8713255
JCP2022_805342,15.666069
JCP2022_806863,15.344111
JCP2022_805609,15.265825
JCP2022_801185,15.126896
JCP2022_803962,15.017455
JCP2022_806638,14.969192
JCP2022_807363,14.864827
JCP2022_806097,14.858352
JCP2022_805628,14.818015
JCP2022_806102,14.726032
JCP2022_801585,14.66761
JCP2022_807619,14.6154995
JCP2022_802264,14.594216
JCP2022_804965,14.585816
JCP2022_805869,14.503636
JCP2022_801854,14.499775
JCP2022_801599,14.462268
JCP2022_801515,14.439827
JCP2022_801708,14.423465
JCP2022_805624,14.422309
JCP2022_805620,14.354343
JCP2022_802353,14.279212
JCP2022_806101,14.271864
JCP2022_807722,14.210783
JCP2022_802875,14.170312
JCP2022_802057,14.1272955
JCP2022_801334,14.097567
JCP2022_802942,14.021571
JCP2022_802938,13.922392
JCP2022_803790,13.876334
JCP2022_802062,13.834911
JCP2022_805611,13.811331
JCP2022_805619,13.774617
JCP2022_807086,13.67588
JCP2022_805565,13.606681
JCP2022_805613,13.571289
JCP2022_807089,13.567428
JCP2022_807714,13.41434
JCP2022_806002,13.281893
JCP2022_802161,13.260927
JCP2022_805345,13.075258
JCP2022_805623,13.069243
JCP2022_804783,12.931419
JCP2022_805629,12.921951
JCP2022_802267,12.864801
JCP2022_803025,12.83457
JCP2022_802056,12.815837
JCP2022_807381,12.797963
JCP2022_801174,12.787486
JCP2022_806130,12.76478
JCP2022_805632,12.730895
JCP2022_805092,12.710628
JCP2022_802023,12.650147
JCP2022_801401,12.639965
JCP2022_805627,12.586858
JCP2022_802013,12.584027
JCP2022_805612,12.581105
JCP2022_805568,12.571058
JCP2022_800121,12.384018
JCP2022_807008,12.382978
JCP2022_804754,12.1774025
JCP2022_801140,12.131292
JCP2022_806132,12.123913
JCP2022_801624,12.068793
JCP2022_803742,11.974005
JCP2022_805339,11.941074
JCP2022_806470,11.929515
JCP2022_805350,11.78914
JCP2022_804353,11.69231
JCP2022_805348,11.518366
JCP2022_802041,11.349929
JCP2022_801136,11.332385
JCP2022_805440,11.303385
JCP2022_803500,11.202791
JCP2022_802969,11.188829
JCP2022_800929,11.090932
JCP2022_802064,11.063779
JCP2022_805956,11.03997
JCP2022_801524,10.984173
JCP2022_803534,10.950539
JCP2022_806669,10.915846
JCP2022_801138,10.886173
JCP2022_801139,10.858939
JCP2022_801070,10.638609
JCP2022_806667,10.512498
JCP2022_807396,10.493529
JCP2022_804883,10.465211
JCP2022_801106,10.453426
JCP2022_802058,10.44831
JCP2022_807238,10.421798
JCP2022_804370,10.402194
JCP2022_805070,10.3693905
JCP2022_804104,10.351224
JCP2022_807193,10.350872
JCP2022_801751,10.321194
JCP2022_801729,10.308585
JCP2022_802067,10.307884
JCP2022_801954,10.266781
JCP2022_802451,10.266623
JCP2022_807498,10.224758
JCP2022_805425,10.192431
JCP2022_802075,10.13952
JCP2022_806889,10.1139145
JCP2022_803106,10.104064
JCP2022_801179,10.059263
JCP2022_801252,9.989789
JCP2022_800451,9.93234
JCP2022_805796,9.924364
JCP2022_804715,9.89262
JCP2022_801534,9.887452
JCP2022_803035,9.875258
JCP2022_801137,9.842117
JCP2022_800988,9.827939
JCP2022_803344,9.821197
JCP2022_802059,9.813996
JCP2022_800630,9.809922
JCP2022_802189,9.785195
JCP2022_800761,9.777319
JCP2022_802367,9.74923
JCP2022_807251,9.6889105
JCP2022_800452,9.681952
JCP2022_805667,9.6726
JCP2022_805553,9.665504
JCP2022_800759,9.664887
JCP2022_806777,9.664187
JCP2022_805360,9.656714
JCP2022_804578,9.567039
JCP2022_801728,9.554784
JCP2022_802775,9.549547
JCP2022_800054,9.547268
JCP2022_807623,9.540187
JCP2022_801437,9.535052
JCP2022_800427,9.51449
JCP2022_804974,9.298675
JCP2022_801415,9.275156
JCP2022_807487,9.24212
JCP2022_805130,9.232338
JCP2022_800450,9.216178
JCP2022_802060,9.180067
JCP2022_807976,9.160792
JCP2022_800793,9.157581
JCP2022_805622,9.156132
JCP2022_806107,9.097961
JCP2022_804106,9.076024
JCP2022_800730,9.051714
JCP2022_805344,9.041438
JCP2022_802095,9.036781
JCP2022_806338,9.028896
JCP2022_805393,8.997079
JCP2022_803686,8.9870405
JCP2022_805343,8.962585
JCP2022_805322,8.951997
JCP2022_801740,8.925394
JCP2022_804813,8.92349
JCP2022_804099,8.92285
JCP2022_801003,8.834946
JCP2022_804113,8.814246
JCP2022_805921,8.747125
JCP2022_805321,8.730027
JCP2022_804429,8.668846
JCP2022_800716,8.649431
JCP2022_805363,8.626101
